 0.25125628E-02 0.93925001E+19 0.94939419E+19 0.93925001E+19 0.94939419E+19 0.85439202E+06 0.86317144E+06 0.10246932E+07 0.10357885E+07 0.99917183E+00 0.10000054E+01 0.21685055E-04 0.54486666E-05
 0.50251256E-02 0.93925001E+19 0.94937784E+19 0.93925001E+19 0.94937784E+19 0.85439202E+06 0.86315509E+06 0.10246932E+07 0.10357689E+07 0.99917183E+00 0.10000218E+01 0.21685055E-04 0.21794666E-04
 0.10050251E-01 0.93919443E+19 0.94931246E+19 0.93919443E+19 0.94931246E+19 0.85435006E+06 0.86308971E+06 0.10246413E+07 0.10356904E+07 0.99973176E+00 0.10000872E+01 0.86180502E-04 0.87178665E-04
 0.15075377E-01 0.93908237E+19 0.94920349E+19 0.93908237E+19 0.94920349E+19 0.85425559E+06 0.86298074E+06 0.10245271E+07 0.10355596E+07 0.10000047E+01 0.10001962E+01 0.19378816E-03 0.19615200E-03
 0.20100503E-01 0.93892162E+19 0.94905092E+19 0.93892162E+19 0.94905092E+19 0.85411387E+06 0.86282817E+06 0.10243566E+07 0.10353765E+07 0.10002420E+01 0.10003487E+01 0.34443880E-03 0.34871466E-03
 0.25125628E-01 0.93871479E+19 0.94885477E+19 0.93871479E+19 0.94885477E+19 0.85392665E+06 0.86263202E+06 0.10241318E+07 0.10351412E+07 0.10004830E+01 0.10005449E+01 0.53813242E-03 0.54486666E-03
 0.30150754E-01 0.93846307E+19 0.94861503E+19 0.93846307E+19 0.94861503E+19 0.85369472E+06 0.86239228E+06 0.10238535E+07 0.10348535E+07 0.10007454E+01 0.10007846E+01 0.77486899E-03 0.78460799E-03
 0.35175879E-01 0.93816713E+19 0.94833170E+19 0.93816713E+19 0.94833170E+19 0.85341853E+06 0.86210895E+06 0.10235222E+07 0.10345135E+07 0.10010376E+01 0.10010679E+01 0.10546485E-02 0.10679386E-02
 0.40201005E-01 0.93782734E+19 0.94800478E+19 0.93782734E+19 0.94800478E+19 0.85309832E+06 0.86178203E+06 0.10231382E+07 0.10341212E+07 0.10013643E+01 0.10013949E+01 0.13774711E-02 0.13948586E-02
 0.45226131E-01 0.93744398E+19 0.94763427E+19 0.93744398E+19 0.94763427E+19 0.85273428E+06 0.86141152E+06 0.10227018E+07 0.10336766E+07 0.10017282E+01 0.10017654E+01 0.17433365E-02 0.17653680E-02
