 0.25125628E-02 0.10465557E+20 0.10587700E+20 0.10465557E+20 0.10587700E+20 0.95243023E+06 0.96261391E+06 0.11424756E+07 0.11551174E+07 0.99917424E+00 0.10000061E+01 0.24129388E-04 0.60763853E-05
 0.50251256E-02 0.10465557E+20 0.10587518E+20 0.10465557E+20 0.10587518E+20 0.95243023E+06 0.96259568E+06 0.11424756E+07 0.11550956E+07 0.99917424E+00 0.10000243E+01 0.24129388E-04 0.24305541E-04
 0.10050251E-01 0.10464930E+20 0.10586789E+20 0.10464930E+20 0.10586789E+20 0.95238362E+06 0.96252277E+06 0.11424180E+07 0.11550081E+07 0.99973577E+00 0.10000972E+01 0.96045173E-04 0.97222165E-04
 0.15075377E-01 0.10463674E+20 0.10585574E+20 0.10463674E+20 0.10585574E+20 0.95227867E+06 0.96240124E+06 0.11422911E+07 0.11548622E+07 0.10000224E+01 0.10002187E+01 0.21600208E-03 0.21874987E-03
 0.20100503E-01 0.10461876E+20 0.10583872E+20 0.10461876E+20 0.10583872E+20 0.95212122E+06 0.96223110E+06 0.11421016E+07 0.11546581E+07 0.10002797E+01 0.10003889E+01 0.38394168E-03 0.38888866E-03
 0.25125628E-01 0.10459568E+20 0.10581685E+20 0.10459568E+20 0.10581685E+20 0.95191320E+06 0.96201235E+06 0.11418516E+07 0.11543956E+07 0.10005462E+01 0.10006076E+01 0.59986396E-03 0.60763853E-03
 0.30150754E-01 0.10456762E+20 0.10579011E+20 0.10456762E+20 0.10579011E+20 0.95165551E+06 0.96174499E+06 0.11415423E+07 0.11540747E+07 0.10008392E+01 0.10008750E+01 0.86376892E-03 0.87499948E-03
 0.35175879E-01 0.10453465E+20 0.10575851E+20 0.10453465E+20 0.10575851E+20 0.95134860E+06 0.96142902E+06 0.11411740E+07 0.11536956E+07 0.10011673E+01 0.10011910E+01 0.11756566E-02 0.11909715E-02
 0.40201005E-01 0.10449682E+20 0.10572206E+20 0.10449682E+20 0.10572206E+20 0.95099278E+06 0.96106444E+06 0.11407471E+07 0.11532581E+07 0.10015351E+01 0.10015556E+01 0.15355269E-02 0.15555546E-02
 0.45226131E-01 0.10445416E+20 0.10568074E+20 0.10445416E+20 0.10568074E+20 0.95058821E+06 0.96065124E+06 0.11402618E+07 0.11527622E+07 0.10019453E+01 0.10019687E+01 0.19433799E-02 0.19687488E-02
