time                     Te-source-int-ft1        Te-source-int-ft2        Te-source-int-ft3        Te-source-int-ft4        Te-source-int-ft5        Te-source-int-ft6        Te-source-int-ft7        Te-source-int-ft8        Ti-source-int-ft1        Ti-source-int-ft2        Ti-source-int-ft3        Ti-source-int-ft4        Ti-source-int-ft5        Ti-source-int-ft6        Ti-source-int-ft7        Ti-source-int-ft8        dvdrho1                  dvdrho2                  dvdrho3                  dvdrho4                  dvdrho5                  dvdrho6                  dvdrho7                  dvdrho8                  surfaceA1                surfaceA2                surfaceA3                surfaceA4                surfaceA5                surfaceA6                surfaceA7                surfaceA8                gm7-ft1                  gm7-ft2                  gm7-ft3                  gm7-ft4                  gm7-ft5                  gm7-ft6                  gm7-ft7                  gm7-ft8
1.004999999999999893e+00 1.298980287812706811e+05 5.533452623720865231e+05 1.012858839972508955e+06 1.437652933202424552e+06 1.811204631407563342e+06 2.152641716845513787e+06 2.524420156981130596e+06 3.016327110653823242e+06 1.398367850344481121e+05 5.981457881379236933e+05 1.100583691084094578e+06 1.569539785206372850e+06 1.981341762060120236e+06 2.344600190314926207e+06 2.702583457866974641e+06 3.109547697914029006e+06 6.636756170107810604e+00 1.400649823418860151e+01 1.947012178255695147e+01 2.386738631414980460e+01 2.748537608831350809e+01 3.044838666321971132e+01 3.271260642966355903e+01 3.439221787627316473e+01 6.773381724522320013e+00 1.450376964489067433e+01 2.053835978533602002e+01 2.572304519837103598e+01 3.035978439805617768e+01 3.464993059597640013e+01 3.878003825956028550e+01 4.283841805936680913e+01 1.020585242152042715e+00 1.035505615453833350e+00 1.054860111936044786e+00 1.077747465757193268e+00 1.104601982249894920e+00 1.137916124449566357e+00 1.185379809681709862e+00 1.246386661182881994e+00
1.014999999999999902e+00 1.250084967602432298e+05 5.366260922477218555e+05 9.907475863131235819e+05 1.415165920714139007e+06 1.778868897140337154e+06 2.059354736492238939e+06 2.176538481522576883e+06 1.877887262420177693e+06 1.316690370284355886e+05 5.659910191488526762e+05 1.046986280864856672e+06 1.498092902004572330e+06 1.884187818328916095e+06 2.175605548698566854e+06 2.265887416658686008e+06 1.749174608256375184e+06 7.788095274664796008e+00 1.630166285597255538e+01 2.250495079693694223e+01 2.717912463199014539e+01 3.058669670884158265e+01 3.294741759947576298e+01 3.465366156902126704e+01 3.598885894540040908e+01 8.145438296643325415e+00 1.730498859369550502e+01 2.439442363278170589e+01 3.014766613510568760e+01 3.473535603315185227e+01 3.830366705140035322e+01 4.116502210600197031e+01 4.373592073601374608e+01 1.045875476416304739e+00 1.061550755321261530e+00 1.083951060048806037e+00 1.109220229323001794e+00 1.135620654593108902e+00 1.162580135389873037e+00 1.187864171607369235e+00 1.215882408117194613e+00
1.024999999999999911e+00 1.251913051086872001e+05 5.358175623449868290e+05 9.840975752730161184e+05 1.396165036198229296e+06 1.745765829565097578e+06 2.037683580336393788e+06 2.319620262205951381e+06 2.687341669949228410e+06 1.294348217795266246e+05 5.542942343526816694e+05 1.018962286204411066e+06 1.446567907467854908e+06 1.807850649391762214e+06 2.102745532635120675e+06 2.368105424684864935e+06 2.660453805816973560e+06 7.775426297601075731e+00 1.627183005281150230e+01 2.246833311588416748e+01 2.716574069527331048e+01 3.064201139111660055e+01 3.311303824656365435e+01 3.484093053604660639e+01 3.602619179774520575e+01 8.132320573604490122e+00 1.727610232768439502e+01 2.435451831340900952e+01 3.010289213106520023e+01 3.469349224679345411e+01 3.827156838461947075e+01 4.114295941351166164e+01 4.371225010174200065e+01 1.045892536849193810e+00 1.061721662096182239e+00 1.083941812514040981e+00 1.108118590268555081e+00 1.132208928199879505e+00 1.155773163792427782e+00 1.180841623961482068e+00 1.213894154080125354e+00
1.034999999999999920e+00 1.250209400310998608e+05 5.355305814564706525e+05 9.864818335260584718e+05 1.407247147060211981e+06 1.772101206956621259e+06 2.071873744554834906e+06 2.280900573148906231e+06 2.333710325949840713e+06 1.275635471308846027e+05 5.463283965430462267e+05 1.006092864045731141e+06 1.433892446315789362e+06 1.801187836578935850e+06 2.093033104609126691e+06 2.263617890027001034e+06 2.130308296419445891e+06 7.778465784206828992e+00 1.628534856615902982e+01 2.249710331887659720e+01 2.719818882272798533e+01 3.064415216794696306e+01 3.304616738653899688e+01 3.473748518750253567e+01 3.601608378600550964e+01 8.131916507249410841e+00 1.727600743850796761e+01 2.435564511082287353e+01 3.010415329724446210e+01 3.469162376069447618e+01 3.826290729999290363e+01 4.112701145988745566e+01 4.369374487756935821e+01 1.045431784213623372e+00 1.060834294481456608e+00 1.082605739825859281e+00 1.106843121660586737e+00 1.132067434339824263e+00 1.157866516773884413e+00 1.183906728741896952e+00 1.213660092289520875e+00
1.044999999999999929e+00 1.253737643474461656e+05 5.375057289664321579e+05 9.895911221528708702e+05 1.407598111355437897e+06 1.762417747630168218e+06 2.051440797455422580e+06 2.310490507318715565e+06 2.636571032094301656e+06 1.267713111982739938e+05 5.431789729495648062e+05 9.991475278122581076e+05 1.418799838100737426e+06 1.770421995118452003e+06 2.046119272744677030e+06 2.268361735423339996e+06 2.477121428410942666e+06 7.775388981775317454e+00 1.627711324302778451e+01 2.247949572748566283e+01 2.717558056787946441e+01 3.064477855685653296e+01 3.310933062408423666e+01 3.482879072061142978e+01 3.603321531215324569e+01 8.126020007340780893e+00 1.726320361867227149e+01 2.433705880501746321e+01 3.008136465018401395e+01 3.466855919580444834e+01 3.824463068107466057e+01 4.111494333903004872e+01 4.368001934732196645e+01 1.045087172325310121e+00 1.060584461208028628e+00 1.082626892641504357e+00 1.106924825334240081e+00 1.131293202979332557e+00 1.155086645549251001e+00 1.180453697350065223e+00 1.212658493169199492e+00
1.054999999999999938e+00 1.256488524273091025e+05 5.380821876677355031e+05 9.902730457691013580e+05 1.410520414776909165e+06 1.773718909234496532e+06 2.075395201796521666e+06 2.307548696868187282e+06 2.454813524929638952e+06 1.263130612330171716e+05 5.404858065279186703e+05 9.934182471264398191e+05 1.411875208874535980e+06 1.768323578060708009e+06 2.052845699948639143e+06 2.239416928533638362e+06 2.211127009584772866e+06 7.777084799610207710e+00 1.628136962198158955e+01 2.249142456156056724e+01 2.719687932150946708e+01 3.065561603160787385e+01 3.307620542679111253e+01 3.476701574221032587e+01 3.601976681837619765e+01 8.124952810964009231e+00 1.726108113328703908e+01 2.433500317040493499e+01 3.008021429056907081e+01 3.466723738350184192e+01 3.824029584905920132e+01 4.110595087409083703e+01 4.366744838180073174e+01 1.044722074215048924e+00 1.060176728611443409e+00 1.081961364314865337e+00 1.106016402596391668e+00 1.130849100391140061e+00 1.156126489965740189e+00 1.182299388015855213e+00 1.212730181912341498e+00
1.064999999999999947e+00 1.256867428856750194e+05 5.387361158091929974e+05 9.922076792076051934e+05 1.412773823717358755e+06 1.771420936931357719e+06 2.062730897745769704e+06 2.312957971280192025e+06 2.609003870772714261e+06 1.258917716012871242e+05 5.391031596273875330e+05 9.913922329502380453e+05 1.408094456928836182e+06 1.757812501008856576e+06 2.029769638504490722e+06 2.235791837373654824e+06 2.397013636032271665e+06 7.776018316749490289e+00 1.627944657842065013e+01 2.248533888510874235e+01 2.718305618957221625e+01 3.064846553164492704e+01 3.310573955324888828e+01 3.481824841470417198e+01 3.602851505655932129e+01 8.121463373113071427e+00 1.725383656842321045e+01 2.432475745597526995e+01 3.006728495472390605e+01 3.465338483815929749e+01 3.822875928182779148e+01 4.109793589084593890e+01 4.365723016288991687e+01 1.044416570096388774e+00 1.059856955160441538e+00 1.081798489228915860e+00 1.106102434565082948e+00 1.130662191052769661e+00 1.154733669946671482e+00 1.180328048757807391e+00 1.212122937061788530e+00
1.074999999999999956e+00 1.258850553382107319e+05 5.392944536811790895e+05 9.926012593348441878e+05 1.413261614813139895e+06 1.775561610344407847e+06 2.076389756183971884e+06 2.316294643473569769e+06 2.503802339209698141e+06 1.258057649983221781e+05 5.383986390966775361e+05 9.893192960753096268e+05 1.404813823910270585e+06 1.756899373636308592e+06 2.037172321827553445e+06 2.229210020662274677e+06 2.248239027116136160e+06 7.777126292033546662e+00 1.628124341669900588e+01 2.249013859455346065e+01 2.719552503317568437e+01 3.065859713877311776e+01 3.308822210452729706e+01 3.478018162340242014e+01 3.601855465619166097e+01 8.120149647066547516e+00 1.725121978124700917e+01 2.432174550367239263e+01 3.006497612430974797e+01 3.465179153688757907e+01 3.822598168731258994e+01 4.109215445733060079e+01 4.364771429609714914e+01 1.044098831249719028e+00 1.059579223025361561e+00 1.081433734733724839e+00 1.105511177097594944e+00 1.130235598122738994e+00 1.155271099879532803e+00 1.181458107864665097e+00 1.212168439731509340e+00
1.084999999999999964e+00 1.258860483936135861e+05 5.394423811886734329e+05 9.933978994642356411e+05 1.414831461146471323e+06 1.775316674284212291e+06 2.068764979370878777e+06 2.315632664912870154e+06 2.592680277559550479e+06 1.256320218722668069e+05 5.377766133883720031e+05 9.886324291012248723e+05 1.404149278709656326e+06 1.753623625420179917e+06 2.025603434936431004e+06 2.225528957078553736e+06 2.359286666216028389e+06 7.776588850965336697e+00 1.628058945565069493e+01 2.248816269868233064e+01 2.718770667063377289e+01 3.065182480974328527e+01 3.310409100511593294e+01 3.481161205367914135e+01 3.602397379570793845e+01 8.117670578056838337e+00 1.724627796757222242e+01 2.431516279684997883e+01 3.005692026544143047e+01 3.464306951113502464e+01 3.821857390819933897e+01 4.108674944102445181e+01 4.363967704801546432e+01 1.043852159208477515e+00 1.059318220287904566e+00 1.081236000600857894e+00 1.105532091819635410e+00 1.130201851277502056e+00 1.154484832222675728e+00 1.180235644534206152e+00 1.211739993830515560e+00
1.094999999999999973e+00 1.259743653202604328e+05 5.397873611218279693e+05 9.936896942369515309e+05 1.414759971321199089e+06 1.776673268679385306e+06 2.076495317041451111e+06 2.319414287160598207e+06 2.527755537394021172e+06 1.256136514362888265e+05 5.376489098107668106e+05 9.880000720513222041e+05 1.402658066388323670e+06 1.753079755739456741e+06 2.031080664202543208e+06 2.225400719838544726e+06 2.269818565784212667e+06 7.777444200671274288e+00 1.628190744105967980e+01 2.249043610264092408e+01 2.719520211508507401e+01 3.065988691762893481e+01 3.309445418441348608e+01 3.478754229223277150e+01 3.601745602588867001e+01 8.116496292474298713e+00 1.724401682588516138e+01 2.431243086043058099e+01 3.005462963032758950e+01 3.464162700484924784e+01 3.821673904505345121e+01 4.108283759800306001e+01 4.363208593002946145e+01 1.043586354864171284e+00 1.059093577405985087e+00 1.081005251708639481e+00 1.105143799772280833e+00 1.129856770443450342e+00 1.154772612167183299e+00 1.180943208592195814e+00 1.211727574216521441e+00
