te_value,ti_value,te_ddrho,ti_ddrho,te_transp_flux,ti_transp_flux
479.5559824375506,452.4802252061361,-4931.089431919145,-3803.77920118674,18259.3182032473,38278.3440028124
479.5559824375506,769.4745745488223,-4931.089431919145,-3803.77920118674,17975.2355762331,64195.1186040217
479.5559824375506,1055.70203901776,-4931.089431919145,-3803.77920118674,17594.9622429502,85442.1700125075
479.5559824375506,1341.929503486698,-4931.089431919145,-3803.77920118674,17144.3647722897,104502.541437747
479.5559824375506,1658.923852829384,-4931.089431919145,-3803.77920118674,16644.8891717928,123668.654261875
815.5188116571696,452.4802252061361,-4931.089431919145,-3803.77920118674,40717.3464855894,48420.2048040108
815.5188116571696,769.4745745488223,-4931.089431919145,-3803.77920118674,28565.1915136501,58068.3704806428
815.5188116571696,1055.70203901776,-4931.089431919145,-3803.77920118674,27633.7611391621,76907.5575397267
815.5188116571696,1341.929503486698,-4931.089431919145,-3803.77920118674,26767.740665026,93993.0032178246
815.5188116571696,1658.923852829384,-4931.089431919145,-3803.77920118674,25916.4283794346,111351.602977764
1118.87371045187,452.4802252061361,-4931.089431919145,-3803.77920118674,75735.0907004757,64727.5298035446
1118.87371045187,769.4745745488223,-4931.089431919145,-3803.77920118674,38511.3635180185,56167.5061665686
1118.87371045187,1055.70203901776,-4931.089431919145,-3803.77920118674,37177.7723005951,74113.0240577422
1118.87371045187,1341.929503486698,-4931.089431919145,-3803.77920118674,35905.6075141256,90414.0248842574
1118.87371045187,1658.923852829384,-4931.089431919145,-3803.77920118674,34674.3729158299,107011.928263897
1422.22860924657,452.4802252061361,-4931.089431919145,-3803.77920118674,114793.196775616,75983.3200243296
1422.22860924657,769.4745745488223,-4931.089431919145,-3803.77920118674,45817.7486045723,51786.1025865595
1422.22860924657,1055.70203901776,-4931.089431919145,-3803.77920118674,44145.9075337297,68363.7872624634
1422.22860924657,1341.929503486698,-4931.089431919145,-3803.77920118674,42536.2763657496,83459.208690609
1422.22860924657,1658.923852829384,-4931.089431919145,-3803.77920118674,40977.1998700183,98857.3837296641
1758.19143846619,452.4802252061361,-4931.089431919145,-3803.77920118674,160763.775877647,85722.5461575018
1758.19143846619,769.4745745488223,-4931.089431919145,-3803.77920118674,53072.8293422615,48476.6946450677
1758.19143846619,1055.70203901776,-4931.089431919145,-3803.77920118674,49835.8759197346,62528.035533285
1758.19143846619,1341.929503486698,-4931.089431919145,-3803.77920118674,48033.8937275947,76473.2865814522
1758.19143846619,1658.923852829384,-4931.089431919145,-3803.77920118674,46337.7621772276,90780.3411363104
479.5559824375506,452.4802252061361,-4931.089431919145,-3076.936609305916,7679.51232031508,14969.4420026653
479.5559824375506,769.4745745488223,-4931.089431919145,-3076.936609305916,7480.49965411384,24457.1581958351
