,te.value,ti.value,te.ddrho,ti.ddrho
77,479.5559824375506,1055.70203901776,-4931.089431919145,-1764.343419089925
78,479.5559824375506,1341.929503486698,-4931.089431919145,-1764.343419089925
79,479.5559824375506,1658.923852829384,-4931.089431919145,-1764.343419089925
80,815.5188116571696,452.4802252061361,-4931.089431919145,-1764.343419089925
81,815.5188116571696,769.4745745488223,-4931.089431919145,-1764.343419089925
82,815.5188116571696,1055.70203901776,-4931.089431919145,-1764.343419089925
83,815.5188116571696,1341.929503486698,-4931.089431919145,-1764.343419089925
84,815.5188116571696,1658.923852829384,-4931.089431919145,-1764.343419089925
85,1118.87371045187,452.4802252061361,-4931.089431919145,-1764.343419089925
86,1118.87371045187,769.4745745488223,-4931.089431919145,-1764.343419089925
87,1118.87371045187,1055.70203901776,-4931.089431919145,-1764.343419089925
88,1118.87371045187,1341.929503486698,-4931.089431919145,-1764.343419089925
89,1118.87371045187,1658.923852829384,-4931.089431919145,-1764.343419089925
90,1422.22860924657,452.4802252061361,-4931.089431919145,-1764.343419089925
91,1422.22860924657,769.4745745488223,-4931.089431919145,-1764.343419089925
92,1422.22860924657,1055.70203901776,-4931.089431919145,-1764.343419089925
93,1422.22860924657,1341.929503486698,-4931.089431919145,-1764.343419089925
94,1422.22860924657,1658.923852829384,-4931.089431919145,-1764.343419089925
95,1758.19143846619,452.4802252061361,-4931.089431919145,-1764.343419089925
96,1758.19143846619,769.4745745488223,-4931.089431919145,-1764.343419089925
97,1758.19143846619,1055.70203901776,-4931.089431919145,-1764.343419089925
98,1758.19143846619,1341.929503486698,-4931.089431919145,-1764.343419089925
99,1758.19143846619,1658.923852829384,-4931.089431919145,-1764.343419089925
100,479.5559824375506,452.4802252061361,-4931.089431919145,-1037.5008272091
101,479.5559824375506,769.4745745488223,-4931.089431919145,-1037.5008272091
102,479.5559824375506,1055.70203901776,-4931.089431919145,-1037.5008272091
103,479.5559824375506,1341.929503486698,-4931.089431919145,-1037.5008272091
104,479.5559824375506,1658.923852829384,-4931.089431919145,-1037.5008272091
105,815.5188116571696,452.4802252061361,-4931.089431919145,-1037.5008272091
106,815.5188116571696,769.4745745488223,-4931.089431919145,-1037.5008272091
107,815.5188116571696,1055.70203901776,-4931.089431919145,-1037.5008272091
108,815.5188116571696,1341.929503486698,-4931.089431919145,-1037.5008272091
109,815.5188116571696,1658.923852829384,-4931.089431919145,-1037.5008272091
110,1118.87371045187,452.4802252061361,-4931.089431919145,-1037.5008272091
111,1118.87371045187,769.4745745488223,-4931.089431919145,-1037.5008272091
112,1118.87371045187,1055.70203901776,-4931.089431919145,-1037.5008272091
113,1118.87371045187,1341.929503486698,-4931.089431919145,-1037.5008272091
114,1118.87371045187,1658.923852829384,-4931.089431919145,-1037.5008272091
115,1422.22860924657,452.4802252061361,-4931.089431919145,-1037.5008272091
116,1422.22860924657,769.4745745488223,-4931.089431919145,-1037.5008272091
117,1422.22860924657,1055.70203901776,-4931.089431919145,-1037.5008272091
118,1422.22860924657,1341.929503486698,-4931.089431919145,-1037.5008272091
119,1422.22860924657,1658.923852829384,-4931.089431919145,-1037.5008272091
120,1758.19143846619,452.4802252061361,-4931.089431919145,-1037.5008272091
121,1758.19143846619,769.4745745488223,-4931.089431919145,-1037.5008272091
122,1758.19143846619,1055.70203901776,-4931.089431919145,-1037.5008272091
123,1758.19143846619,1341.929503486698,-4931.089431919145,-1037.5008272091
124,1758.19143846619,1658.923852829384,-4931.089431919145,-1037.5008272091
125,479.5559824375506,452.4802252061361,-3988.83552234047,-3803.77920118674
126,479.5559824375506,769.4745745488223,-3988.83552234047,-3803.77920118674
127,479.5559824375506,1055.70203901776,-3988.83552234047,-3803.77920118674
128,479.5559824375506,1341.929503486698,-3988.83552234047,-3803.77920118674
129,479.5559824375506,1658.923852829384,-3988.83552234047,-3803.77920118674
130,815.5188116571696,452.4802252061361,-3988.83552234047,-3803.77920118674
131,815.5188116571696,769.4745745488223,-3988.83552234047,-3803.77920118674
132,815.5188116571696,1055.70203901776,-3988.83552234047,-3803.77920118674
133,815.5188116571696,1341.929503486698,-3988.83552234047,-3803.77920118674
134,815.5188116571696,1658.923852829384,-3988.83552234047,-3803.77920118674
135,1118.87371045187,452.4802252061361,-3988.83552234047,-3803.77920118674
136,1118.87371045187,769.4745745488223,-3988.83552234047,-3803.77920118674
137,1118.87371045187,1055.70203901776,-3988.83552234047,-3803.77920118674
138,1118.87371045187,1341.929503486698,-3988.83552234047,-3803.77920118674
139,1118.87371045187,1658.923852829384,-3988.83552234047,-3803.77920118674
140,1422.22860924657,452.4802252061361,-3988.83552234047,-3803.77920118674
141,1422.22860924657,769.4745745488223,-3988.83552234047,-3803.77920118674
142,1422.22860924657,1055.70203901776,-3988.83552234047,-3803.77920118674
143,1422.22860924657,1341.929503486698,-3988.83552234047,-3803.77920118674
144,1422.22860924657,1658.923852829384,-3988.83552234047,-3803.77920118674
145,1758.19143846619,452.4802252061361,-3988.83552234047,-3803.77920118674
146,1758.19143846619,769.4745745488223,-3988.83552234047,-3803.77920118674
147,1758.19143846619,1055.70203901776,-3988.83552234047,-3803.77920118674
148,1758.19143846619,1341.929503486698,-3988.83552234047,-3803.77920118674
149,1758.19143846619,1658.923852829384,-3988.83552234047,-3803.77920118674
150,479.5559824375506,452.4802252061361,-3988.83552234047,-3076.936609305916
151,479.5559824375506,769.4745745488223,-3988.83552234047,-3076.936609305916
152,479.5559824375506,1055.70203901776,-3988.83552234047,-3076.936609305916
153,479.5559824375506,1341.929503486698,-3988.83552234047,-3076.936609305916
154,479.5559824375506,1658.923852829384,-3988.83552234047,-3076.936609305916
155,815.5188116571696,452.4802252061361,-3988.83552234047,-3076.936609305916
156,815.5188116571696,769.4745745488223,-3988.83552234047,-3076.936609305916
157,815.5188116571696,1055.70203901776,-3988.83552234047,-3076.936609305916
158,815.5188116571696,1341.929503486698,-3988.83552234047,-3076.936609305916
159,815.5188116571696,1658.923852829384,-3988.83552234047,-3076.936609305916
160,1118.87371045187,452.4802252061361,-3988.83552234047,-3076.936609305916
161,1118.87371045187,769.4745745488223,-3988.83552234047,-3076.936609305916
162,1118.87371045187,1055.70203901776,-3988.83552234047,-3076.936609305916
163,1118.87371045187,1341.929503486698,-3988.83552234047,-3076.936609305916
164,1118.87371045187,1658.923852829384,-3988.83552234047,-3076.936609305916
165,1422.22860924657,452.4802252061361,-3988.83552234047,-3076.936609305916
166,1422.22860924657,769.4745745488223,-3988.83552234047,-3076.936609305916
167,1422.22860924657,1055.70203901776,-3988.83552234047,-3076.936609305916
168,1422.22860924657,1341.929503486698,-3988.83552234047,-3076.936609305916
169,1422.22860924657,1658.923852829384,-3988.83552234047,-3076.936609305916
170,1758.19143846619,452.4802252061361,-3988.83552234047,-3076.936609305916
171,1758.19143846619,769.4745745488223,-3988.83552234047,-3076.936609305916
172,1758.19143846619,1055.70203901776,-3988.83552234047,-3076.936609305916
173,1758.19143846619,1341.929503486698,-3988.83552234047,-3076.936609305916
174,1758.19143846619,1658.923852829384,-3988.83552234047,-3076.936609305916
175,479.5559824375506,452.4802252061361,-3988.83552234047,-2420.64001419792
176,479.5559824375506,769.4745745488223,-3988.83552234047,-2420.64001419792
177,479.5559824375506,1055.70203901776,-3988.83552234047,-2420.64001419792
178,479.5559824375506,1341.929503486698,-3988.83552234047,-2420.64001419792
179,479.5559824375506,1658.923852829384,-3988.83552234047,-2420.64001419792
180,815.5188116571696,452.4802252061361,-3988.83552234047,-2420.64001419792
181,815.5188116571696,769.4745745488223,-3988.83552234047,-2420.64001419792
182,815.5188116571696,1055.70203901776,-3988.83552234047,-2420.64001419792
183,815.5188116571696,1341.929503486698,-3988.83552234047,-2420.64001419792
184,815.5188116571696,1658.923852829384,-3988.83552234047,-2420.64001419792
185,1118.87371045187,452.4802252061361,-3988.83552234047,-2420.64001419792
186,1118.87371045187,769.4745745488223,-3988.83552234047,-2420.64001419792
187,1118.87371045187,1055.70203901776,-3988.83552234047,-2420.64001419792
188,1118.87371045187,1341.929503486698,-3988.83552234047,-2420.64001419792
189,1118.87371045187,1658.923852829384,-3988.83552234047,-2420.64001419792
190,1422.22860924657,452.4802252061361,-3988.83552234047,-2420.64001419792
191,1422.22860924657,769.4745745488223,-3988.83552234047,-2420.64001419792
192,1422.22860924657,1055.70203901776,-3988.83552234047,-2420.64001419792
193,1422.22860924657,1341.929503486698,-3988.83552234047,-2420.64001419792
194,1422.22860924657,1658.923852829384,-3988.83552234047,-2420.64001419792
195,1758.19143846619,452.4802252061361,-3988.83552234047,-2420.64001419792
196,1758.19143846619,769.4745745488223,-3988.83552234047,-2420.64001419792
197,1758.19143846619,1055.70203901776,-3988.83552234047,-2420.64001419792
198,1758.19143846619,1341.929503486698,-3988.83552234047,-2420.64001419792
199,1758.19143846619,1658.923852829384,-3988.83552234047,-2420.64001419792
200,479.5559824375506,452.4802252061361,-3988.83552234047,-1764.343419089925
201,479.5559824375506,769.4745745488223,-3988.83552234047,-1764.343419089925
202,479.5559824375506,1055.70203901776,-3988.83552234047,-1764.343419089925
203,479.5559824375506,1341.929503486698,-3988.83552234047,-1764.343419089925
204,479.5559824375506,1658.923852829384,-3988.83552234047,-1764.343419089925
205,815.5188116571696,452.4802252061361,-3988.83552234047,-1764.343419089925
206,815.5188116571696,769.4745745488223,-3988.83552234047,-1764.343419089925
207,815.5188116571696,1055.70203901776,-3988.83552234047,-1764.343419089925
208,815.5188116571696,1341.929503486698,-3988.83552234047,-1764.343419089925
209,815.5188116571696,1658.923852829384,-3988.83552234047,-1764.343419089925
210,1118.87371045187,452.4802252061361,-3988.83552234047,-1764.343419089925
211,1118.87371045187,769.4745745488223,-3988.83552234047,-1764.343419089925
212,1118.87371045187,1055.70203901776,-3988.83552234047,-1764.343419089925
213,1118.87371045187,1341.929503486698,-3988.83552234047,-1764.343419089925
214,1118.87371045187,1658.923852829384,-3988.83552234047,-1764.343419089925
215,1422.22860924657,452.4802252061361,-3988.83552234047,-1764.343419089925
216,1422.22860924657,769.4745745488223,-3988.83552234047,-1764.343419089925
217,1422.22860924657,1055.70203901776,-3988.83552234047,-1764.343419089925
218,1422.22860924657,1341.929503486698,-3988.83552234047,-1764.343419089925
219,1422.22860924657,1658.923852829384,-3988.83552234047,-1764.343419089925
220,1758.19143846619,452.4802252061361,-3988.83552234047,-1764.343419089925
221,1758.19143846619,769.4745745488223,-3988.83552234047,-1764.343419089925
222,1758.19143846619,1055.70203901776,-3988.83552234047,-1764.343419089925
223,1758.19143846619,1341.929503486698,-3988.83552234047,-1764.343419089925
224,1758.19143846619,1658.923852829384,-3988.83552234047,-1764.343419089925
225,479.5559824375506,452.4802252061361,-3988.83552234047,-1037.5008272091
226,479.5559824375506,769.4745745488223,-3988.83552234047,-1037.5008272091
227,479.5559824375506,1055.70203901776,-3988.83552234047,-1037.5008272091
228,479.5559824375506,1341.929503486698,-3988.83552234047,-1037.5008272091
229,479.5559824375506,1658.923852829384,-3988.83552234047,-1037.5008272091
230,815.5188116571696,452.4802252061361,-3988.83552234047,-1037.5008272091
231,815.5188116571696,769.4745745488223,-3988.83552234047,-1037.5008272091
232,815.5188116571696,1055.70203901776,-3988.83552234047,-1037.5008272091
233,815.5188116571696,1341.929503486698,-3988.83552234047,-1037.5008272091
234,815.5188116571696,1658.923852829384,-3988.83552234047,-1037.5008272091
235,1118.87371045187,452.4802252061361,-3988.83552234047,-1037.5008272091
236,1118.87371045187,769.4745745488223,-3988.83552234047,-1037.5008272091
237,1118.87371045187,1055.70203901776,-3988.83552234047,-1037.5008272091
238,1118.87371045187,1341.929503486698,-3988.83552234047,-1037.5008272091
239,1118.87371045187,1658.923852829384,-3988.83552234047,-1037.5008272091
240,1422.22860924657,452.4802252061361,-3988.83552234047,-1037.5008272091
241,1422.22860924657,769.4745745488223,-3988.83552234047,-1037.5008272091
242,1422.22860924657,1055.70203901776,-3988.83552234047,-1037.5008272091
243,1422.22860924657,1341.929503486698,-3988.83552234047,-1037.5008272091
244,1422.22860924657,1658.923852829384,-3988.83552234047,-1037.5008272091
245,1758.19143846619,452.4802252061361,-3988.83552234047,-1037.5008272091
246,1758.19143846619,769.4745745488223,-3988.83552234047,-1037.5008272091
247,1758.19143846619,1055.70203901776,-3988.83552234047,-1037.5008272091
248,1758.19143846619,1341.929503486698,-3988.83552234047,-1037.5008272091
249,1758.19143846619,1658.923852829384,-3988.83552234047,-1037.5008272091
250,479.5559824375506,452.4802252061361,-3138.03503336049,-3803.77920118674
251,479.5559824375506,769.4745745488223,-3138.03503336049,-3803.77920118674
252,479.5559824375506,1055.70203901776,-3138.03503336049,-3803.77920118674
253,479.5559824375506,1341.929503486698,-3138.03503336049,-3803.77920118674
254,479.5559824375506,1658.923852829384,-3138.03503336049,-3803.77920118674
255,815.5188116571696,452.4802252061361,-3138.03503336049,-3803.77920118674
256,815.5188116571696,769.4745745488223,-3138.03503336049,-3803.77920118674
257,815.5188116571696,1055.70203901776,-3138.03503336049,-3803.77920118674
258,815.5188116571696,1341.929503486698,-3138.03503336049,-3803.77920118674
259,815.5188116571696,1658.923852829384,-3138.03503336049,-3803.77920118674
260,1118.87371045187,452.4802252061361,-3138.03503336049,-3803.77920118674
261,1118.87371045187,769.4745745488223,-3138.03503336049,-3803.77920118674
262,1118.87371045187,1055.70203901776,-3138.03503336049,-3803.77920118674
263,1118.87371045187,1341.929503486698,-3138.03503336049,-3803.77920118674
264,1118.87371045187,1658.923852829384,-3138.03503336049,-3803.77920118674
265,1422.22860924657,452.4802252061361,-3138.03503336049,-3803.77920118674
266,1422.22860924657,769.4745745488223,-3138.03503336049,-3803.77920118674
267,1422.22860924657,1055.70203901776,-3138.03503336049,-3803.77920118674
268,1422.22860924657,1341.929503486698,-3138.03503336049,-3803.77920118674
269,1422.22860924657,1658.923852829384,-3138.03503336049,-3803.77920118674
270,1758.19143846619,452.4802252061361,-3138.03503336049,-3803.77920118674
271,1758.19143846619,769.4745745488223,-3138.03503336049,-3803.77920118674
272,1758.19143846619,1055.70203901776,-3138.03503336049,-3803.77920118674
273,1758.19143846619,1341.929503486698,-3138.03503336049,-3803.77920118674
274,1758.19143846619,1658.923852829384,-3138.03503336049,-3803.77920118674
275,479.5559824375506,452.4802252061361,-3138.03503336049,-3076.936609305916
276,479.5559824375506,769.4745745488223,-3138.03503336049,-3076.936609305916
277,479.5559824375506,1055.70203901776,-3138.03503336049,-3076.936609305916
278,479.5559824375506,1341.929503486698,-3138.03503336049,-3076.936609305916
279,479.5559824375506,1658.923852829384,-3138.03503336049,-3076.936609305916
280,815.5188116571696,452.4802252061361,-3138.03503336049,-3076.936609305916
281,815.5188116571696,769.4745745488223,-3138.03503336049,-3076.936609305916
282,815.5188116571696,1055.70203901776,-3138.03503336049,-3076.936609305916
283,815.5188116571696,1341.929503486698,-3138.03503336049,-3076.936609305916
284,815.5188116571696,1658.923852829384,-3138.03503336049,-3076.936609305916
285,1118.87371045187,452.4802252061361,-3138.03503336049,-3076.936609305916
286,1118.87371045187,769.4745745488223,-3138.03503336049,-3076.936609305916
287,1118.87371045187,1055.70203901776,-3138.03503336049,-3076.936609305916
288,1118.87371045187,1341.929503486698,-3138.03503336049,-3076.936609305916
289,1118.87371045187,1658.923852829384,-3138.03503336049,-3076.936609305916
290,1422.22860924657,452.4802252061361,-3138.03503336049,-3076.936609305916
291,1422.22860924657,769.4745745488223,-3138.03503336049,-3076.936609305916
292,1422.22860924657,1055.70203901776,-3138.03503336049,-3076.936609305916
293,1422.22860924657,1341.929503486698,-3138.03503336049,-3076.936609305916
294,1422.22860924657,1658.923852829384,-3138.03503336049,-3076.936609305916
295,1758.19143846619,452.4802252061361,-3138.03503336049,-3076.936609305916
296,1758.19143846619,769.4745745488223,-3138.03503336049,-3076.936609305916
297,1758.19143846619,1055.70203901776,-3138.03503336049,-3076.936609305916
298,1758.19143846619,1341.929503486698,-3138.03503336049,-3076.936609305916
299,1758.19143846619,1658.923852829384,-3138.03503336049,-3076.936609305916
300,479.5559824375506,452.4802252061361,-3138.03503336049,-2420.64001419792
301,479.5559824375506,769.4745745488223,-3138.03503336049,-2420.64001419792
302,479.5559824375506,1055.70203901776,-3138.03503336049,-2420.64001419792
303,479.5559824375506,1341.929503486698,-3138.03503336049,-2420.64001419792
304,479.5559824375506,1658.923852829384,-3138.03503336049,-2420.64001419792
305,815.5188116571696,452.4802252061361,-3138.03503336049,-2420.64001419792
306,815.5188116571696,769.4745745488223,-3138.03503336049,-2420.64001419792
307,815.5188116571696,1055.70203901776,-3138.03503336049,-2420.64001419792
308,815.5188116571696,1341.929503486698,-3138.03503336049,-2420.64001419792
309,815.5188116571696,1658.923852829384,-3138.03503336049,-2420.64001419792
310,1118.87371045187,452.4802252061361,-3138.03503336049,-2420.64001419792
311,1118.87371045187,769.4745745488223,-3138.03503336049,-2420.64001419792
312,1118.87371045187,1055.70203901776,-3138.03503336049,-2420.64001419792
313,1118.87371045187,1341.929503486698,-3138.03503336049,-2420.64001419792
314,1118.87371045187,1658.923852829384,-3138.03503336049,-2420.64001419792
315,1422.22860924657,452.4802252061361,-3138.03503336049,-2420.64001419792
316,1422.22860924657,769.4745745488223,-3138.03503336049,-2420.64001419792
317,1422.22860924657,1055.70203901776,-3138.03503336049,-2420.64001419792
318,1422.22860924657,1341.929503486698,-3138.03503336049,-2420.64001419792
319,1422.22860924657,1658.923852829384,-3138.03503336049,-2420.64001419792
320,1758.19143846619,452.4802252061361,-3138.03503336049,-2420.64001419792
321,1758.19143846619,769.4745745488223,-3138.03503336049,-2420.64001419792
322,1758.19143846619,1055.70203901776,-3138.03503336049,-2420.64001419792
323,1758.19143846619,1341.929503486698,-3138.03503336049,-2420.64001419792
324,1758.19143846619,1658.923852829384,-3138.03503336049,-2420.64001419792
325,479.5559824375506,452.4802252061361,-3138.03503336049,-1764.343419089925
326,479.5559824375506,769.4745745488223,-3138.03503336049,-1764.343419089925
327,479.5559824375506,1055.70203901776,-3138.03503336049,-1764.343419089925
328,479.5559824375506,1341.929503486698,-3138.03503336049,-1764.343419089925
329,479.5559824375506,1658.923852829384,-3138.03503336049,-1764.343419089925
330,815.5188116571696,452.4802252061361,-3138.03503336049,-1764.343419089925
331,815.5188116571696,769.4745745488223,-3138.03503336049,-1764.343419089925
332,815.5188116571696,1055.70203901776,-3138.03503336049,-1764.343419089925
333,815.5188116571696,1341.929503486698,-3138.03503336049,-1764.343419089925
334,815.5188116571696,1658.923852829384,-3138.03503336049,-1764.343419089925
335,1118.87371045187,452.4802252061361,-3138.03503336049,-1764.343419089925
336,1118.87371045187,769.4745745488223,-3138.03503336049,-1764.343419089925
337,1118.87371045187,1055.70203901776,-3138.03503336049,-1764.343419089925
338,1118.87371045187,1341.929503486698,-3138.03503336049,-1764.343419089925
339,1118.87371045187,1658.923852829384,-3138.03503336049,-1764.343419089925
340,1422.22860924657,452.4802252061361,-3138.03503336049,-1764.343419089925
341,1422.22860924657,769.4745745488223,-3138.03503336049,-1764.343419089925
342,1422.22860924657,1055.70203901776,-3138.03503336049,-1764.343419089925
343,1422.22860924657,1341.929503486698,-3138.03503336049,-1764.343419089925
344,1422.22860924657,1658.923852829384,-3138.03503336049,-1764.343419089925
345,1758.19143846619,452.4802252061361,-3138.03503336049,-1764.343419089925
346,1758.19143846619,769.4745745488223,-3138.03503336049,-1764.343419089925
347,1758.19143846619,1055.70203901776,-3138.03503336049,-1764.343419089925
348,1758.19143846619,1341.929503486698,-3138.03503336049,-1764.343419089925
349,1758.19143846619,1658.923852829384,-3138.03503336049,-1764.343419089925
350,479.5559824375506,452.4802252061361,-3138.03503336049,-1037.5008272091
351,479.5559824375506,769.4745745488223,-3138.03503336049,-1037.5008272091
352,479.5559824375506,1055.70203901776,-3138.03503336049,-1037.5008272091
353,479.5559824375506,1341.929503486698,-3138.03503336049,-1037.5008272091
354,479.5559824375506,1658.923852829384,-3138.03503336049,-1037.5008272091
355,815.5188116571696,452.4802252061361,-3138.03503336049,-1037.5008272091
356,815.5188116571696,769.4745745488223,-3138.03503336049,-1037.5008272091
357,815.5188116571696,1055.70203901776,-3138.03503336049,-1037.5008272091
358,815.5188116571696,1341.929503486698,-3138.03503336049,-1037.5008272091
359,815.5188116571696,1658.923852829384,-3138.03503336049,-1037.5008272091
360,1118.87371045187,452.4802252061361,-3138.03503336049,-1037.5008272091
361,1118.87371045187,769.4745745488223,-3138.03503336049,-1037.5008272091
362,1118.87371045187,1055.70203901776,-3138.03503336049,-1037.5008272091
363,1118.87371045187,1341.929503486698,-3138.03503336049,-1037.5008272091
364,1118.87371045187,1658.923852829384,-3138.03503336049,-1037.5008272091
365,1422.22860924657,452.4802252061361,-3138.03503336049,-1037.5008272091
366,1422.22860924657,769.4745745488223,-3138.03503336049,-1037.5008272091
367,1422.22860924657,1055.70203901776,-3138.03503336049,-1037.5008272091
368,1422.22860924657,1341.929503486698,-3138.03503336049,-1037.5008272091
369,1422.22860924657,1658.923852829384,-3138.03503336049,-1037.5008272091
370,1758.19143846619,452.4802252061361,-3138.03503336049,-1037.5008272091
371,1758.19143846619,769.4745745488223,-3138.03503336049,-1037.5008272091
372,1758.19143846619,1055.70203901776,-3138.03503336049,-1037.5008272091
373,1758.19143846619,1341.929503486698,-3138.03503336049,-1037.5008272091
374,1758.19143846619,1658.923852829384,-3138.03503336049,-1037.5008272091
375,479.5559824375506,452.4802252061361,-2287.234544380511,-3803.77920118674
376,479.5559824375506,769.4745745488223,-2287.234544380511,-3803.77920118674
377,479.5559824375506,1055.70203901776,-2287.234544380511,-3803.77920118674
378,479.5559824375506,1341.929503486698,-2287.234544380511,-3803.77920118674
379,479.5559824375506,1658.923852829384,-2287.234544380511,-3803.77920118674
380,815.5188116571696,452.4802252061361,-2287.234544380511,-3803.77920118674
381,815.5188116571696,769.4745745488223,-2287.234544380511,-3803.77920118674
382,815.5188116571696,1055.70203901776,-2287.234544380511,-3803.77920118674
383,815.5188116571696,1341.929503486698,-2287.234544380511,-3803.77920118674
384,815.5188116571696,1658.923852829384,-2287.234544380511,-3803.77920118674
385,1118.87371045187,452.4802252061361,-2287.234544380511,-3803.77920118674
