,te_value,te_ddrho,ti_value,ti_ddrho,ft,te_transp_flux,ti_transp_flux
95,1081.8623140520524,-1553.2472721579288,2847.615417000119,-516.0532499159189,0,37261.197853652,12379.717378433008
96,1081.8623140520524,-1553.2472721579288,2847.615417000119,-774.0798748738807,0,37261.197853652,18569.576067649567
97,1081.8623140520524,-1553.2472721579288,2847.615417000119,-1032.1064998319007,0,37261.197853652,24759.434756867526
98,1081.8623140520524,-1553.2472721579288,2847.615417000119,-1290.1331247898624,0,37261.197853652,30949.293446084084
99,1081.8623140520524,-1553.2472721579288,2847.6154170001196,-1548.1597497478242,0,37261.197853652,37139.15213530064
100,1081.8623140520526,-1863.8967265895367,949.20513900004,-516.0532499159463,0,53656.12490926016,14855.660854120575
101,1081.8623140520526,-1863.8967265895367,949.2051390000402,-774.079874873908,0,53656.12490926016,22283.491281180537
102,1081.8623140520526,-1863.8967265895367,949.2051390000399,-1032.1064998318843,0,53656.12490926016,29711.321708240925
103,1081.8623140520526,-1863.8967265895367,949.20513900004,-1290.1331247898606,0,53656.12490926016,37139.152135301294
104,1081.8623140520526,-1863.8967265895367,949.2051390000404,-1548.1597497478224,0,53656.12490926016,44566.98256236126
105,1081.8623140520526,-1863.8967265895367,1423.8077085000596,-516.0532499159503,0,53656.12490926016,14855.660854120697
106,1081.8623140520526,-1863.8967265895367,1423.8077085000598,-774.0798748739121,0,53656.12490926016,22283.491281180653
107,1081.8623140520526,-1863.8967265895367,1423.80770850006,-1032.1064998318739,0,53656.12490926016,29711.321708240615
108,1081.8623140520526,-1863.8967265895367,1423.80770850006,-1290.1331247898647,0,53656.12490926016,37139.15213530142
109,1081.8623140520526,-1863.8967265895367,1423.80770850006,-1548.1597497478265,0,53656.12490926016,44566.98256236137
110,1081.8623140520526,-1863.8967265895367,1898.4102780000794,-516.0532499159399,0,53656.12490926016,14855.660854120393
111,1081.8623140520526,-1863.8967265895367,1898.4102780000794,-774.0798748739016,0,53656.12490926016,22283.491281180355
112,1081.8623140520526,-1863.8967265895367,1898.41027800008,-1032.1064998318925,0,53656.12490926016,29711.32170824115
113,1081.8623140520526,-1863.8967265895367,1898.41027800008,-1290.1331247898543,0,53656.12490926016,37139.15213530112
114,1081.8623140520526,-1863.8967265895367,1898.4102780000803,-1548.159749747816,0,53656.12490926016,44566.982562361074
115,1081.8623140520526,-1863.8967265895367,2373.0128475000993,-516.0532499159001,0,53656.12490926016,14855.660854119245
116,1081.8623140520526,-1863.8967265895367,2373.0128475000993,-774.0798748739203,0,53656.12490926016,22283.491281180894
117,1081.8623140520526,-1863.8967265895367,2373.0128475000993,-1032.106499831882,0,53656.12490926016,29711.321708240856
118,1081.8623140520526,-1863.8967265895367,2373.0128475000993,-1290.133124789873,0,53656.12490926016,37139.15213530164
119,1081.8623140520526,-1863.8967265895367,2373.0128475000997,-1548.1597497478929,0,53656.12490926016,44566.982562363286
120,1081.8623140520526,-1863.8967265895367,2847.615417000119,-516.0532499159189,0,53656.12490926016,14855.660854119791
121,1081.8623140520526,-1863.8967265895367,2847.615417000119,-774.0798748738807,0,53656.12490926016,22283.491281179755
122,1081.8623140520526,-1863.8967265895367,2847.615417000119,-1032.1064998319007,0,53656.12490926016,29711.321708241394
123,1081.8623140520526,-1863.8967265895367,2847.615417000119,-1290.1331247898624,0,53656.12490926016,37139.15213530135
124,1081.8623140520526,-1863.8967265895367,2847.6154170001196,-1548.1597497478242,0,53656.12490926016,44566.98256236131
125,1622.7934710780778,-621.2989088631595,949.20513900004,-516.0532499159463,0,7301.673755706525,6064.798147405464
126,1622.7934710780778,-621.2989088631595,949.2051390000402,-774.079874873908,0,7301.673755706525,9097.197221108063
127,1622.7934710780778,-621.2989088631595,949.2051390000399,-1032.1064998318843,0,7301.673755706525,12129.596294810832
128,1622.7934710780778,-621.2989088631595,949.20513900004,-1290.1331247898606,0,7301.673755706525,15161.9953685136
129,1622.7934710780778,-621.2989088631595,949.2051390000404,-1548.1597497478224,0,7301.673755706525,18194.394442216195
130,1622.7934710780778,-621.2989088631595,1423.8077085000596,-516.0532499159503,0,7301.673755706525,6064.798147405512
131,1622.7934710780778,-621.2989088631595,1423.8077085000598,-774.0798748739121,0,7301.673755706525,9097.19722110811
132,1622.7934710780778,-621.2989088631595,1423.80770850006,-1032.1064998318739,0,7301.673755706525,12129.596294810708
133,1622.7934710780778,-621.2989088631595,1423.80770850006,-1290.1331247898647,0,7301.673755706525,15161.995368513648
134,1622.7934710780778,-621.2989088631595,1423.80770850006,-1548.1597497478265,0,7301.673755706525,18194.394442216246
135,1622.7934710780778,-621.2989088631595,1898.4102780000794,-516.0532499159399,0,7301.673755706525,6064.798147405389
136,1622.7934710780778,-621.2989088631595,1898.4102780000794,-774.0798748739016,0,7301.673755706525,9097.197221107988
137,1622.7934710780778,-621.2989088631595,1898.41027800008,-1032.1064998318925,0,7301.673755706525,12129.596294810928
138,1622.7934710780778,-621.2989088631595,1898.41027800008,-1290.1331247898543,0,7301.673755706525,15161.995368513526
139,1622.7934710780778,-621.2989088631595,1898.4102780000803,-1548.159749747816,0,7301.673755706525,18194.394442216126
140,1622.7934710780778,-621.2989088631595,2373.0128475000993,-516.0532499159001,0,7301.673755706525,6064.79814740492
141,1622.7934710780778,-621.2989088631595,2373.0128475000993,-774.0798748739203,0,7301.673755706525,9097.197221108207
142,1622.7934710780778,-621.2989088631595,2373.0128475000993,-1032.106499831882,0,7301.673755706525,12129.596294810804
143,1622.7934710780778,-621.2989088631595,2373.0128475000993,-1290.133124789873,0,7301.673755706525,15161.995368513743
144,1622.7934710780778,-621.2989088631595,2373.0128475000997,-1548.1597497478929,0,7301.673755706525,18194.394442217028
145,1622.7934710780778,-621.2989088631595,2847.615417000119,-516.0532499159189,0,7301.673755706525,6064.798147405142
146,1622.7934710780778,-621.2989088631595,2847.615417000119,-774.0798748738807,0,7301.673755706525,9097.197221107741
147,1622.7934710780778,-621.2989088631595,2847.615417000119,-1032.1064998319007,0,7301.673755706525,12129.596294811025
148,1622.7934710780778,-621.2989088631595,2847.615417000119,-1290.1331247898624,0,7301.673755706525,15161.995368513622
149,1622.7934710780778,-621.2989088631595,2847.6154170001196,-1548.1597497478242,0,7301.673755706525,18194.39444221622
150,1622.7934710780783,-931.9483632947382,949.20513900004,-516.0532499159463,0,16428.76595033966,9097.197221108194
151,1622.7934710780783,-931.9483632947382,949.2051390000402,-774.079874873908,0,16428.76595033966,13645.79583166209
152,1622.7934710780783,-931.9483632947382,949.2051390000399,-1032.1064998318843,0,16428.76595033966,18194.394442216242
153,1622.7934710780783,-931.9483632947382,949.20513900004,-1290.1331247898606,0,16428.76595033966,22742.993052770395
154,1622.7934710780783,-931.9483632947382,949.2051390000404,-1548.1597497478224,0,16428.76595033966,27291.591663324292
155,1622.7934710780783,-931.9483632947382,1423.8077085000596,-516.0532499159503,0,16428.76595033966,9097.197221108267
156,1622.7934710780783,-931.9483632947382,1423.8077085000598,-774.0798748739121,0,16428.76595033966,13645.795831662159
157,1622.7934710780783,-931.9483632947382,1423.80770850006,-1032.1064998318739,0,16428.76595033966,18194.394442216053
158,1622.7934710780783,-931.9483632947382,1423.80770850006,-1290.1331247898647,0,16428.76595033966,22742.99305277047
159,1622.7934710780783,-931.9483632947382,1423.80770850006,-1548.1597497478265,0,16428.76595033966,27291.59166332436
160,1622.7934710780783,-931.9483632947382,1898.4102780000794,-516.0532499159399,0,16428.76595033966,9097.197221108081
161,1622.7934710780783,-931.9483632947382,1898.4102780000794,-774.0798748739016,0,16428.76595033966,13645.795831661977
162,1622.7934710780783,-931.9483632947382,1898.41027800008,-1032.1064998318925,0,16428.76595033966,18194.394442216388
163,1622.7934710780783,-931.9483632947382,1898.41027800008,-1290.1331247898543,0,16428.76595033966,22742.993052770285
164,1622.7934710780783,-931.9483632947382,1898.4102780000803,-1548.159749747816,0,16428.76595033966,27291.59166332418
165,1622.7934710780783,-931.9483632947382,2373.0128475000993,-516.0532499159001,0,16428.76595033966,9097.197221107379
166,1622.7934710780783,-931.9483632947382,2373.0128475000993,-774.0798748739203,0,16428.76595033966,13645.795831662306
167,1622.7934710780783,-931.9483632947382,2373.0128475000993,-1032.106499831882,0,16428.76595033966,18194.394442216202
168,1622.7934710780783,-931.9483632947382,2373.0128475000993,-1290.133124789873,0,16428.76595033966,22742.99305277061
169,1622.7934710780783,-931.9483632947382,2373.0128475000997,-1548.1597497478929,0,16428.76595033966,27291.591663325537
170,1622.7934710780783,-931.9483632947382,2847.615417000119,-516.0532499159189,0,16428.76595033966,9097.197221107712
171,1622.7934710780783,-931.9483632947382,2847.615417000119,-774.0798748738807,0,16428.76595033966,13645.795831661608
172,1622.7934710780783,-931.9483632947382,2847.615417000119,-1032.1064998319007,0,16428.76595033966,18194.394442216533
173,1622.7934710780783,-931.9483632947382,2847.615417000119,-1290.1331247898624,0,16428.76595033966,22742.993052770427
174,1622.7934710780783,-931.9483632947382,2847.6154170001196,-1548.1597497478242,0,16428.76595033966,27291.591663324318
175,1622.7934710780783,-1242.5978177263169,949.20513900004,-516.0532499159463,0,29206.695022826018,12129.596294810912
176,1622.7934710780783,-1242.5978177263169,949.2051390000402,-774.079874873908,0,29206.695022826018,18194.394442216104
177,1622.7934710780783,-1242.5978177263169,949.2051390000399,-1032.1064998318843,0,29206.695022826018,24259.19258962163
178,1622.7934710780783,-1242.5978177263169,949.20513900004,-1290.1331247898606,0,29206.695022826018,30323.99073702716
179,1622.7934710780783,-1242.5978177263169,949.2051390000404,-1548.1597497478224,0,29206.695022826018,36388.78888443235
180,1622.7934710780783,-1242.5978177263169,1423.8077085000596,-516.0532499159503,0,29206.695022826018,12129.596294811012
181,1622.7934710780783,-1242.5978177263169,1423.8077085000598,-774.0798748739121,0,29206.695022826018,18194.394442216195
182,1622.7934710780783,-1242.5978177263169,1423.80770850006,-1032.1064998318739,0,29206.695022826018,24259.19258962138
183,1622.7934710780783,-1242.5978177263169,1423.80770850006,-1290.1331247898647,0,29206.695022826018,30323.990737027263
184,1622.7934710780783,-1242.5978177263169,1423.80770850006,-1548.1597497478265,0,29206.695022826018,36388.78888443245
185,1622.7934710780783,-1242.5978177263169,1898.4102780000794,-516.0532499159399,0,29206.695022826018,12129.596294810763
186,1622.7934710780783,-1242.5978177263169,1898.4102780000794,-774.0798748739016,0,29206.695022826018,18194.39444221595
187,1622.7934710780783,-1242.5978177263169,1898.41027800008,-1032.1064998318925,0,29206.695022826018,24259.192589621824
188,1622.7934710780783,-1242.5978177263169,1898.41027800008,-1290.1331247898543,0,29206.695022826018,30323.990737027012
189,1622.7934710780783,-1242.5978177263169,1898.4102780000803,-1548.159749747816,0,29206.695022826018,36388.78888443221
190,1622.7934710780783,-1242.5978177263169,2373.0128475000993,-516.0532499159001,0,29206.695022826018,12129.596294809826
191,1622.7934710780783,-1242.5978177263169,2373.0128475000993,-774.0798748739203,0,29206.695022826018,18194.394442216388
192,1622.7934710780783,-1242.5978177263169,2373.0128475000993,-1032.106499831882,0,29206.695022826018,24259.19258962158
193,1622.7934710780783,-1242.5978177263169,2373.0128475000993,-1290.133124789873,0,29206.695022826018,30323.99073702745
194,1622.7934710780783,-1242.5978177263169,2373.0128475000997,-1548.1597497478929,0,29206.695022826018,36388.78888443401
195,1622.7934710780783,-1242.5978177263169,2847.615417000119,-516.0532499159189,0,29206.695022826018,12129.59629481027
196,1622.7934710780783,-1242.5978177263169,2847.615417000119,-774.0798748738807,0,29206.695022826018,18194.39444221546
197,1622.7934710780783,-1242.5978177263169,2847.615417000119,-1032.1064998319007,0,29206.695022826018,24259.192589622024
198,1622.7934710780783,-1242.5978177263169,2847.615417000119,-1290.1331247898624,0,29206.695022826018,30323.99073702721
199,1622.7934710780783,-1242.5978177263169,2847.6154170001196,-1548.1597497478242,0,29206.695022826018,36388.78888443239
200,1622.7934710780785,-1553.2472721579247,949.20513900004,-516.0532499159463,0,45635.46097316734,15161.995368513924
201,1622.7934710780785,-1553.2472721579247,949.2051390000402,-774.079874873908,0,45635.46097316734,22742.99305277055
202,1622.7934710780785,-1553.2472721579247,949.2051390000399,-1032.1064998318843,0,45635.46097316734,30323.99073702761
203,1622.7934710780785,-1553.2472721579247,949.20513900004,-1290.1331247898606,0,45635.46097316734,37904.98842128466
204,1622.7934710780785,-1553.2472721579247,949.2051390000404,-1548.1597497478224,0,45635.46097316734,45485.986105541284
205,1622.7934710780785,-1553.2472721579247,1423.8077085000596,-516.0532499159503,0,45635.46097316734,15161.995368514043
206,1622.7934710780785,-1553.2472721579247,1423.8077085000598,-774.0798748739121,0,45635.46097316734,22742.993052770667
207,1622.7934710780785,-1553.2472721579247,1423.80770850006,-1032.1064998318739,0,45635.46097316734,30323.990737027296
208,1622.7934710780785,-1553.2472721579247,1423.80770850006,-1290.1331247898647,0,45635.46097316734,37904.98842128478
209,1622.7934710780785,-1553.2472721579247,1423.80770850006,-1548.1597497478265,0,45635.46097316734,45485.9861055414
210,1622.7934710780785,-1553.2472721579247,1898.4102780000794,-516.0532499159399,0,45635.46097316734,15161.995368513737
211,1622.7934710780785,-1553.2472721579247,1898.4102780000794,-774.0798748739016,0,45635.46097316734,22742.993052770365
212,1622.7934710780785,-1553.2472721579247,1898.41027800008,-1032.1064998318925,0,45635.46097316734,30323.99073702785
213,1622.7934710780785,-1553.2472721579247,1898.41027800008,-1290.1331247898543,0,45635.46097316734,37904.98842128447
214,1622.7934710780785,-1553.2472721579247,1898.4102780000803,-1548.159749747816,0,45635.46097316734,45485.9861055411
215,1622.7934710780785,-1553.2472721579247,2373.0128475000993,-516.0532499159001,0,45635.46097316734,15161.995368512564
216,1622.7934710780785,-1553.2472721579247,2373.0128475000993,-774.0798748739203,0,45635.46097316734,22742.99305277091
217,1622.7934710780785,-1553.2472721579247,2373.0128475000993,-1032.106499831882,0,45635.46097316734,30323.99073702754
218,1622.7934710780785,-1553.2472721579247,2373.0128475000993,-1290.133124789873,0,45635.46097316734,37904.988421285016
219,1622.7934710780785,-1553.2472721579247,2373.0128475000997,-1548.1597497478929,0,45635.46097316734,45485.98610554336
220,1622.7934710780785,-1553.2472721579247,2847.615417000119,-516.0532499159189,0,45635.46097316734,15161.995368513119
221,1622.7934710780785,-1553.2472721579247,2847.615417000119,-774.0798748738807,0,45635.46097316734,22742.99305276975
222,1622.7934710780785,-1553.2472721579247,2847.615417000119,-1032.1064998319007,0,45635.46097316734,30323.990737028085
223,1622.7934710780785,-1553.2472721579247,2847.615417000119,-1290.1331247898624,0,45635.46097316734,37904.98842128472
224,1622.7934710780785,-1553.2472721579247,2847.6154170001196,-1548.1597497478242,0,45635.46097316734,45485.986105541335
225,1622.7934710780785,-1863.8967265895326,949.20513900004,-516.0532499159463,0,65715.0638013626,18194.394442216933
226,1622.7934710780785,-1863.8967265895326,949.2051390000402,-774.079874873908,0,65715.0638013626,27291.591663325
227,1622.7934710780785,-1863.8967265895326,949.2051390000399,-1032.1064998318843,0,65715.0638013626,36388.78888443358
228,1622.7934710780785,-1863.8967265895326,949.20513900004,-1290.1331247898606,0,65715.0638013626,45485.98610554215
229,1622.7934710780785,-1863.8967265895326,949.2051390000404,-1548.1597497478224,0,65715.0638013626,54583.18332665022
230,1622.7934710780785,-1863.8967265895326,1423.8077085000596,-516.0532499159503,0,65715.0638013626,18194.39444221708
231,1622.7934710780785,-1863.8967265895326,1423.8077085000598,-774.0798748739121,0,65715.0638013626,27291.591663325144
232,1622.7934710780785,-1863.8967265895326,1423.80770850006,-1032.1064998318739,0,65715.0638013626,36388.788884433205
233,1622.7934710780785,-1863.8967265895326,1423.80770850006,-1290.1331247898647,0,65715.0638013626,45485.9861055423
234,1622.7934710780785,-1863.8967265895326,1423.80770850006,-1548.1597497478265,0,65715.0638013626,54583.18332665036
235,1622.7934710780785,-1863.8967265895326,1898.4102780000794,-516.0532499159399,0,65715.0638013626,18194.39444221671
236,1622.7934710780785,-1863.8967265895326,1898.4102780000794,-774.0798748739016,0,65715.0638013626,27291.591663324773
237,1622.7934710780785,-1863.8967265895326,1898.41027800008,-1032.1064998318925,0,65715.0638013626,36388.78888443387
238,1622.7934710780785,-1863.8967265895326,1898.41027800008,-1290.1331247898543,0,65715.0638013626,45485.98610554193
239,1622.7934710780785,-1863.8967265895326,1898.4102780000803,-1548.159749747816,0,65715.0638013626,54583.18332665
240,1622.7934710780785,-1863.8967265895326,2373.0128475000993,-516.0532499159001,0,65715.0638013626,18194.394442215304
241,1622.7934710780785,-1863.8967265895326,2373.0128475000993,-774.0798748739203,0,65715.0638013626,27291.59166332543
242,1622.7934710780785,-1863.8967265895326,2373.0128475000993,-1032.106499831882,0,65715.0638013626,36388.788884433496
243,1622.7934710780785,-1863.8967265895326,2373.0128475000993,-1290.133124789873,0,65715.0638013626,45485.98610554259
244,1622.7934710780785,-1863.8967265895326,2373.0128475000997,-1548.1597497478929,0,65715.0638013626,54583.18332665271
