,Unnamed: 0,index,name,te_value,ti_value,te_ddrho,ti_ddrho,ti_transp_flux,ti_transp_flux_std,ti_transp_flux_stem,ti_transp_flux_acn,ft,ti_transp_flux_cov,weight,Unnamed: 0,index,name,te_value,ti_value,te_ddrho,ti_ddrho,te_transp_flux,te_transp_flux_std,te_transp_flux_stem,ti_transp_flux,ti_transp_flux_std,ti_transp_flux_stem,ti_transp_flux_acn,te_transp_flux_acn,ft,te_transp_flux_cov,weight
140,140,,,3323.531047077998,797.9302131549985,-5539.096651251111,-2323.7064531047827,258648.44630310297,8114.628949804537,1861.6235556067136,19.0,1.0,0.0313731981219606,0.1524157902758726,140,,,3323.531047077998,797.9302131549985,-5539.096651251111,-2323.7064531047827,91403.5014738965,4233.048820549045,748.3043815259865,258648.44630310297,8114.628949804537,1861.6235556067136,19.0,32.0,1.0,0.046311670256504796,0.1524157902758726
141,141,,,3323.531047077998,797.9302131549985,-3393.8137429182284,-5261.409058753418,1243346.923361628,31569.50642957952,7059.156239265647,20.0,1.0,0.025390746409075654,0.09525986892242039,141,,,3323.531047077998,797.9302131549985,-3393.8137429182284,-5261.409058753418,184290.39046273692,5193.315375142741,1161.260620741399,1243346.923361628,31569.50642957952,7059.156239265647,20.0,20.0,1.0,0.02818006604740911,0.09525986892242039
142,142,,,3323.531047077998,797.9302131549985,-3393.8137429182284,-3792.5577559291,764965.5850466203,19402.74608149384,3734.0602243894746,27.0,1.0,0.025364207829442875,0.1524157902758726,142,,,3323.531047077998,797.9302131549985,-3393.8137429182284,-3792.5577559291,123108.02804326313,3464.6046865262497,722.4200161504162,764965.5850466203,19402.74608149384,3734.0602243894746,27.0,23.0,1.0,0.02814280060849244,0.1524157902758726
143,143,,,3323.531047077998,797.9302131549985,-3393.8137429182284,-2323.7064531047827,265222.67725287663,4256.688405958878,1228.8000985183587,12.0,1.0,0.016049488867425684,0.09525986892242039,143,,,3323.531047077998,797.9302131549985,-3393.8137429182284,-2323.7064531047827,53329.64097037164,1012.2197135539432,238.582474501566,265222.67725287663,4256.688405958878,1228.8000985183587,12.0,18.0,1.0,0.018980433678829796,0.09525986892242039
144,144,,,3323.531047077998,1302.31441865118,-7684.379559583992,-5261.409058753418,1345351.3432743852,36067.99489944481,7870.681751999382,21.0,1.0,0.026809349899380688,0.1524157902758726,144,,,3323.531047077998,1302.31441865118,-7684.379559583992,-5261.409058753418,393903.30999082455,13637.124824041795,2783.666448128686,1345351.3432743852,36067.99489944481,7870.681751999382,21.0,24.0,1.0,0.03462048801864461,0.1524157902758726
145,145,,,3323.531047077998,1302.31441865118,-7684.379559583992,-3792.5577559291,872906.3122012716,31393.942351780635,9465.629770082178,11.0,1.0,0.035964847444638404,0.2438652644413961,145,,,3323.531047077998,1302.31441865118,-7684.379559583992,-3792.5577559291,271608.9720962678,8359.050580159761,2520.3485798175047,872906.3122012716,31393.942351780635,9465.629770082178,11.0,11.0,1.0,0.030776047328793757,0.2438652644413961
146,146,,,3323.531047077998,1302.31441865118,-7684.379559583992,-2323.7064531047827,96243.6510990396,6403.359609497317,1098.1671131874778,34.0,1.0,0.06653280020422267,0.1524157902758726,146,,,3323.531047077998,1302.31441865118,-7684.379559583992,-2323.7064531047827,39268.8232272492,3368.7077217921687,595.5090184786819,96243.6510990396,6403.359609497317,1098.1671131874778,34.0,32.0,1.0,0.08578580779712731,0.1524157902758726
147,147,,,3323.531047077998,1302.31441865118,-5539.096651251111,-5261.409058753418,1388708.242765344,35569.75461507369,9865.274932332311,13.0,1.0,0.025613554755204302,0.2438652644413961,147,,,3323.531047077998,1302.31441865118,-5539.096651251111,-5261.409058753418,307221.51347400446,8565.117065218146,2211.5037167937885,1388708.242765344,35569.75461507369,9865.274932332311,13.0,15.0,1.0,0.02787928803671779,0.2438652644413961
148,148,,,3323.531047077998,1302.31441865118,-5539.096651251111,-3792.5577559291,814082.4567694879,27974.997081017384,6993.749270254346,16.0,1.0,0.03436383728502169,0.3901844231062337,148,,,3323.531047077998,1302.31441865118,-5539.096651251111,-3792.5577559291,200870.3622614841,5212.607036733631,1393.1278302388723,814082.4567694879,27974.997081017384,6993.749270254346,16.0,14.0,1.0,0.025950105222332855,0.3901844231062337
149,149,,,3323.531047077998,1302.31441865118,-5539.096651251111,-2323.7064531047827,102101.44100696404,13753.42118255028,2431.284345674002,32.0,1.0,0.13470349729552006,0.2438652644413961,149,,,3323.531047077998,1302.31441865118,-5539.096651251111,-2323.7064531047827,29457.558656640696,4449.92005694008,752.1737738649342,102101.44100696404,13753.42118255028,2431.284345674002,32.0,35.0,1.0,0.15106207913590702,0.2438652644413961
150,150,,,3323.531047077998,1302.31441865118,-3393.8137429182284,-5261.409058753418,1486595.2162790832,31021.97261718817,8603.947149023983,13.0,1.0,0.020867800647734844,0.1524157902758726,150,,,3323.531047077998,1302.31441865118,-3393.8137429182284,-5261.409058753418,221601.70926392576,4623.581641844985,1394.0623175977453,1486595.2162790832,31021.97261718817,8603.947149023983,13.0,11.0,1.0,0.02086437716208379,0.1524157902758726
151,151,,,3323.531047077998,1302.31441865118,-3393.8137429182284,-3792.5577559291,806241.5371503931,55661.23636245843,9545.823283444386,34.0,1.0,0.06903791704802181,0.2438652644413961,151,,,3323.531047077998,1302.31441865118,-3393.8137429182284,-3792.5577559291,123222.88626250369,7391.375517380683,1349.4743672869397,806241.5371503931,55661.23636245843,9545.823283444386,34.0,30.0,1.0,0.05998378825208426,0.2438652644413961
152,152,,,3323.531047077998,1302.31441865118,-3393.8137429182284,-2323.7064531047827,130099.18447606788,15065.759641447334,2622.6121235751066,33.0,1.0,0.11580210669359517,0.1524157902758726,152,,,3323.531047077998,1302.31441865118,-3393.8137429182284,-2323.7064531047827,22042.356305617537,3046.615509312415,507.76925155206914,130099.18447606788,15065.759641447334,2622.6121235751066,33.0,36.0,1.0,0.1382164169325209,0.1524157902758726
153,153,,,3323.531047077998,1806.6986241473608,-7684.379559583992,-5261.409058753418,1236212.6486807908,67733.56577191789,13826.056216703551,24.0,1.0,0.05479119295875101,0.09525986892242039,153,,,3323.531047077998,1806.6986241473608,-7684.379559583992,-5261.409058753418,351158.46689939115,25694.909330090795,4614.941950781554,1236212.6486807908,67733.56577191789,13826.056216703551,24.0,31.0,1.0,0.0731718348042923,0.09525986892242039
154,154,,,3323.531047077998,1806.6986241473608,-7684.379559583992,-3792.5577559291,447658.90022702655,45364.92413415948,7780.020304105602,34.0,1.0,0.10133814855720065,0.1524157902758726,154,,,3323.531047077998,1806.6986241473608,-7684.379559583992,-3792.5577559291,125352.19731951776,21472.72865066908,3629.5535959487775,447658.90022702655,45364.92413415948,7780.020304105602,34.0,35.0,1.0,0.17129918030823146,0.1524157902758726
155,155,,,3323.531047077998,1806.6986241473608,-7684.379559583992,-2323.7064531047827,2648.927421104001,205.36602429749468,38.13551333199992,29.0,1.0,0.0775279921455544,0.09525986892242039,155,,,3323.531047077998,1806.6986241473608,-7684.379559583992,-2323.7064531047827,4672.302106119449,349.0546945578126,67.17560728828524,2648.927421104001,205.36602429749468,38.13551333199992,29.0,27.0,1.0,0.0747072185466444,0.09525986892242039
156,156,,,3323.531047077998,1806.6986241473608,-5539.096651251111,-5261.409058753418,1172285.034898726,75364.19112158158,13535.808308395248,31.0,1.0,0.06428828218223591,0.1524157902758726,156,,,3323.531047077998,1806.6986241473608,-5539.096651251111,-5261.409058753418,254237.45405646425,18171.126092286097,3434.0200487275665,1172285.034898726,75364.19112158158,13535.808308395248,31.0,28.0,1.0,0.07147304931810096,0.1524157902758726
157,157,,,3323.531047077998,1806.6986241473608,-5539.096651251111,-3792.5577559291,490135.68880958186,37533.23030966074,7223.273540946283,27.0,1.0,0.07657722374965116,0.2438652644413961,157,,,3323.531047077998,1806.6986241473608,-5539.096651251111,-3792.5577559291,97726.7041833535,9347.4814858095,1678.8572354485018,490135.68880958186,37533.23030966074,7223.273540946283,27.0,31.0,1.0,0.09564920421619748,0.2438652644413961
158,158,,,3323.531047077998,1806.6986241473608,-5539.096651251111,-2323.7064531047827,2860.751408801666,242.05580158607376,43.47450535119988,31.0,1.0,0.08461266534426631,0.1524157902758726,158,,,3323.531047077998,1806.6986241473608,-5539.096651251111,-2323.7064531047827,4007.958357117324,352.6342491702026,61.38574350524636,2860.751408801666,242.05580158607376,43.47450535119988,31.0,33.0,1.0,0.08798351124182602,0.1524157902758726
159,159,,,3323.531047077998,1806.6986241473608,-3393.8137429182284,-5261.409058753418,1247422.0424469083,59994.18585046464,10443.647243819378,33.0,1.0,0.04809453722076428,0.09525986892242039,159,,,3323.531047077998,1806.6986241473608,-3393.8137429182284,-5261.409058753418,154893.4417066679,6938.135967468858,1479.2155584369868,1247422.0424469083,59994.18585046464,10443.647243819378,33.0,22.0,1.0,0.044792961477401166,0.09525986892242039
160,160,,,3323.531047077998,1806.6986241473608,-3393.8137429182284,-3792.5577559291,523001.1364489323,49063.65032521541,8673.309963681344,32.0,1.0,0.09381174706110061,0.1524157902758726,160,,,3323.531047077998,1806.6986241473608,-3393.8137429182284,-3792.5577559291,62120.134840570245,7644.072265017447,1292.0840396463489,523001.1364489323,49063.65032521541,8673.309963681344,32.0,35.0,1.0,0.12305305332378567,0.1524157902758726
161,161,,,3323.531047077998,1806.6986241473608,-3393.8137429182284,-2323.7064531047827,1473.1328742616909,198.3480556036856,30.97676200691799,41.0,1.0,0.13464369648467336,0.09525986892242039,161,,,3323.531047077998,1806.6986241473608,-3393.8137429182284,-2323.7064531047827,1183.9351392567455,150.64069617988486,23.526124215931187,1473.1328742616909,198.3480556036856,30.97676200691799,41.0,41.0,1.0,0.12723728790958477,0.09525986892242039
162,162,,,1135.8338057630071,700.866323402344,-8848.227664830209,-1691.688360288916,3877.1685559913753,794.414666863424,128.8710762257059,38.0,2.0,0.2048955714437067,0.09525986892242039,162,,,1135.8338057630071,700.866323402344,-8848.227664830209,-1691.688360288916,44783.69770911472,4522.6397156262055,764.4656396531311,3877.1685559913753,794.414666863424,128.8710762257059,38.0,35.0,2.0,0.10098852812472703,0.09525986892242039
163,163,,,1135.8338057630071,700.866323402344,-8848.227664830209,-1219.4120890020297,2876.017113753666,699.6854099264289,112.03933293587464,39.0,2.0,0.24328276997393336,0.1524157902758726,163,,,1135.8338057630071,700.866323402344,-8848.227664830209,-1219.4120890020297,50619.77933409405,9988.712401694616,1559.974792196021,2876.017113753666,699.6854099264289,112.03933293587464,39.0,41.0,2.0,0.19732824862329848,0.1524157902758726
164,164,,,1135.8338057630071,700.866323402344,-8848.227664830209,-747.1358177151442,1392.081056778852,202.340353239894,35.769058970902606,32.0,2.0,0.1453509853140959,0.09525986892242039,164,,,1135.8338057630071,700.866323402344,-8848.227664830209,-747.1358177151442,41520.286739870295,3710.8835835427,809.7811865120669,1392.081056778852,202.340353239894,35.769058970902606,32.0,21.0,2.0,0.08937519162119091,0.09525986892242039
165,165,,,1135.8338057630071,700.866323402344,-6378.02803046623,-1691.688360288916,4414.757837996572,333.41288507997126,64.16533965073705,27.0,2.0,0.07552234965423944,0.1524157902758726,165,,,1135.8338057630071,700.866323402344,-6378.02803046623,-1691.688360288916,17223.868182653707,3284.806928388215,571.8114903608563,4414.757837996572,333.41288507997126,64.16533965073705,27.0,33.0,2.0,0.19071249811911414,0.1524157902758726
166,166,,,1135.8338057630071,700.866323402344,-6378.02803046623,-1219.4120890020297,1091.134930530661,229.64642457591304,35.43521261888026,42.0,2.0,0.2104656520016522,0.2438652644413961,166,,,1135.8338057630071,700.866323402344,-6378.02803046623,-1219.4120890020297,15925.873687733883,2241.270470695564,358.8905026503393,1091.134930530661,229.64642457591304,35.43521261888026,42.0,39.0,2.0,0.1407313981412393,0.2438652644413961
167,167,,,1135.8338057630071,700.866323402344,-6378.02803046623,-747.1358177151442,319.8390777087106,75.64511643013957,11.8137824013965,41.0,2.0,0.23650992546643224,0.1524157902758726,167,,,1135.8338057630071,700.866323402344,-6378.02803046623,-747.1358177151442,5085.741110125774,1663.2052429836535,256.6381406668928,319.8390777087106,75.64511643013957,11.8137824013965,41.0,42.0,2.0,0.3270330138654111,0.1524157902758726
168,168,,,1135.8338057630071,700.866323402344,-3907.82839610225,-1691.688360288916,25536.39347519187,850.4058307256822,235.86014058730743,13.0,2.0,0.033301720211659315,0.09525986892242039,168,,,1135.8338057630071,700.866323402344,-3907.82839610225,-1691.688360288916,11349.05748319666,330.7309504663468,85.39436421543408,25536.39347519187,850.4058307256822,235.86014058730743,13.0,15.0,2.0,0.029141710750520463,0.09525986892242039
169,169,,,1135.8338057630071,700.866323402344,-3907.82839610225,-1219.4120890020297,445.1049761315991,26.47254699833786,4.29441419502127,38.0,2.0,0.05947483946014351,0.1524157902758726,169,,,1135.8338057630071,700.866323402344,-3907.82839610225,-1219.4120890020297,2578.572415995911,138.86384293889805,21.686888742076256,445.1049761315991,26.47254699833786,4.29441419502127,38.0,41.0,2.0,0.05385299325994118,0.1524157902758726
170,170,,,1135.8338057630071,700.866323402344,-3907.82839610225,-747.1358177151442,25.960424384201605,9.592302182204742,1.535997639176954,39.0,2.0,0.3694971253259713,0.09525986892242039,170,,,1135.8338057630071,700.866323402344,-3907.82839610225,-747.1358177151442,262.32731330564866,80.18957102436073,12.679084451441076,25.960424384201605,9.592302182204742,1.535997639176954,39.0,40.0,2.0,0.30568517633132797,0.09525986892242039
171,171,,,1135.8338057630071,1143.89492146804,-8848.227664830209,-1691.688360288916,3200.0617644747445,213.1333422528255,38.91264643611383,30.0,2.0,0.06660288392521356,0.1524157902758726,171,,,1135.8338057630071,1143.89492146804,-8848.227664830209,-1691.688360288916,75919.76415549133,3051.638060386682,650.6114205324861,3200.0617644747445,213.1333422528255,38.91264643611383,30.0,22.0,2.0,0.04019556823354482,0.1524157902758726
172,172,,,1135.8338057630071,1143.89492146804,-8848.227664830209,-1219.4120890020297,1445.00041539401,193.04948243279807,31.31676138880668,38.0,2.0,0.13359821933349345,0.2438652644413961,172,,,1135.8338057630071,1143.89492146804,-8848.227664830209,-1219.4120890020297,55230.97623083533,3364.9740025970614,659.9256962298014,1445.00041539401,193.04948243279807,31.31676138880668,38.0,26.0,2.0,0.06092548479558476,0.2438652644413961
173,173,,,1135.8338057630071,1143.89492146804,-8848.227664830209,-747.1358177151442,384.0953737109945,45.75562372669116,7.734112014074019,35.0,2.0,0.11912568299018134,0.1524157902758726,173,,,1135.8338057630071,1143.89492146804,-8848.227664830209,-747.1358177151442,45624.78461273713,1653.047559466233,360.7245508864775,384.0953737109945,45.75562372669116,7.734112014074019,35.0,21.0,2.0,0.03623135042712617,0.1524157902758726
174,174,,,1135.8338057630071,1143.89492146804,-6378.02803046623,-1691.688360288916,1506.273112186949,159.9071758939158,35.75633153888114,20.0,2.0,0.10616081147578045,0.2438652644413961,174,,,1135.8338057630071,1143.89492146804,-6378.02803046623,-1691.688360288916,28760.493217338804,2073.1035417262665,475.6025704147921,1506.273112186949,159.9071758939158,35.75633153888114,20.0,19.0,2.0,0.07208164081401973,0.2438652644413961
175,175,,,1135.8338057630071,1143.89492146804,-6378.02803046623,-1219.4120890020297,888.916945006853,59.36021482037639,14.840053705094096,16.0,2.0,0.0667781339458196,0.3901844231062337,175,,,1135.8338057630071,1143.89492146804,-6378.02803046623,-1219.4120890020297,28847.584662257555,834.5212222503666,215.47245305548853,888.916945006853,59.36021482037639,14.840053705094096,16.0,15.0,2.0,0.028928634130752858,0.3901844231062337
176,176,,,1135.8338057630071,1143.89492146804,-6378.02803046623,-747.1358177151442,192.1892711656607,32.22447005425693,6.319738523917017,26.0,2.0,0.16767049408538795,0.2438652644413961,176,,,1135.8338057630071,1143.89492146804,-6378.02803046623,-747.1358177151442,21127.04857135265,717.3044985980436,128.83169111586597,192.1892711656607,32.22447005425693,6.319738523917017,26.0,31.0,2.0,0.033951950087845066,0.2438652644413961
177,177,,,1135.8338057630071,1143.89492146804,-3907.82839610225,-1691.688360288916,439.7338413356304,45.01796596662582,9.18925382301768,24.0,2.0,0.10237548656680598,0.1524157902758726,177,,,1135.8338057630071,1143.89492146804,-3907.82839610225,-1691.688360288916,6200.324719594786,151.91485967262471,42.13360123496654,439.7338413356304,45.01796596662582,9.18925382301768,24.0,13.0,2.0,0.024501113496931966,0.1524157902758726
178,178,,,1135.8338057630071,1143.89492146804,-3907.82839610225,-1219.4120890020297,167.2592513122729,16.786216262029576,2.878812338834245,34.0,2.0,0.10036046514814133,0.2438652644413961,178,,,1135.8338057630071,1143.89492146804,-3907.82839610225,-1219.4120890020297,4752.364978166658,352.74842794093115,62.357701362481656,167.2592513122729,16.786216262029576,2.878812338834245,34.0,32.0,2.0,0.07422587060579942,0.2438652644413961
179,179,,,1135.8338057630071,1143.89492146804,-3907.82839610225,-747.1358177151442,30.30644882253165,8.32170378309351,1.299631785128358,41.0,2.0,0.27458524856619465,0.1524157902758726,179,,,1135.8338057630071,1143.89492146804,-3907.82839610225,-747.1358177151442,2019.839502826149,609.2674983041745,97.56087967689152,30.30644882253165,8.32170378309351,1.299631785128358,41.0,39.0,2.0,0.3016415400588465,0.1524157902758726
180,180,,,1135.8338057630071,1586.923519533736,-8848.227664830209,-1691.688360288916,1739.3779859565373,243.219538315157,43.68351863790652,31.0,2.0,0.13983133067043108,0.09525986892242039,180,,,1135.8338057630071,1586.923519533736,-8848.227664830209,-1691.688360288916,72841.9667551393,4508.378723434986,983.8088934128192,1739.3779859565373,243.219538315157,43.68351863790652,31.0,21.0,2.0,0.06189260016262398,0.09525986892242039
181,181,,,1135.8338057630071,1586.923519533736,-8848.227664830209,-1219.4120890020297,607.6141790081249,51.75261950874842,13.831469362129267,14.0,2.0,0.08517348886299836,0.1524157902758726,181,,,1135.8338057630071,1586.923519533736,-8848.227664830209,-1219.4120890020297,61677.611213495045,1582.4670443419473,422.9321075563124,607.6141790081249,51.75261950874842,13.831469362129267,14.0,14.0,2.0,0.02565707415068799,0.1524157902758726
182,182,,,1135.8338057630071,1586.923519533736,-8848.227664830209,-747.1358177151442,-42.25310348131678,26.281882238020405,5.603316120319744,22.0,2.0,-0.6220106944248857,0.09525986892242039,182,,,1135.8338057630071,1586.923519533736,-8848.227664830209,-747.1358177151442,57987.49936544645,1985.716254272205,389.4309972689365,-42.25310348131678,26.281882238020405,5.603316120319744,22.0,26.0,2.0,0.03424386766116444,0.09525986892242039
183,183,,,1135.8338057630071,1586.923519533736,-6378.02803046623,-1691.688360288916,981.1271312231444,117.05904881666868,24.408498974086186,23.0,2.0,0.1193107856172873,0.1524157902758726,183,,,1135.8338057630071,1586.923519533736,-6378.02803046623,-1691.688360288916,37223.39882983921,2283.1057073998763,510.5179561563868,981.1271312231444,117.05904881666868,24.408498974086186,23.0,20.0,2.0,0.06133522943019598,0.1524157902758726
184,184,,,1135.8338057630071,1586.923519533736,-6378.02803046623,-1219.4120890020297,391.6888057964557,39.55398778646549,8.073923947426525,24.0,2.0,0.10098319686731115,0.2438652644413961,184,,,1135.8338057630071,1586.923519533736,-6378.02803046623,-1219.4120890020297,33925.90931437642,1294.3824577128369,253.84928499730552,391.6888057964557,39.55398778646549,8.073923947426525,24.0,26.0,2.0,0.03815321339564892,0.2438652644413961
185,185,,,1135.8338057630071,1586.923519533736,-6378.02803046623,-747.1358177151442,-102.9438287602597,34.5688100101208,5.398741103293068,41.0,2.0,-0.33580264525255055,0.1524157902758726,185,,,1135.8338057630071,1586.923519533736,-6378.02803046623,-747.1358177151442,27979.230512534672,1393.702006916693,284.4882308698975,-102.9438287602597,34.5688100101208,5.398741103293068,41.0,24.0,2.0,0.04981202060908415,0.1524157902758726
186,186,,,1135.8338057630071,1586.923519533736,-3907.82839610225,-1691.688360288916,356.5580977892932,57.75205642714508,10.209217681775604,32.0,2.0,0.1619709572863872,0.09525986892242039,186,,,1135.8338057630071,1586.923519533736,-3907.82839610225,-1691.688360288916,9453.862991161095,708.0122518273683,154.50093985500246,356.5580977892932,57.75205642714508,10.209217681775604,32.0,21.0,2.0,0.07489131717789073,0.09525986892242039
187,187,,,1135.8338057630071,1586.923519533736,-3907.82839610225,-1219.4120890020297,109.45073347757238,17.478471906746332,2.729678709740892,41.0,2.0,0.15969259731208524,0.1524157902758726,187,,,1135.8338057630071,1586.923519533736,-3907.82839610225,-1219.4120890020297,7442.170257335539,492.6235280068231,78.88289606068122,109.45073347757238,17.478471906746332,2.729678709740892,41.0,39.0,2.0,0.066193531049798,0.1524157902758726
188,188,,,1135.8338057630071,1586.923519533736,-3907.82839610225,-747.1358177151442,-24.023424020868237,7.646840731994334,1.373413139220487,31.0,2.0,-0.3183076952457657,0.09525986892242039,188,,,1135.8338057630071,1586.923519533736,-3907.82839610225,-747.1358177151442,6358.826530616124,219.81886628209236,54.95471657052308,-24.023424020868237,7.646840731994334,1.373413139220487,31.0,16.0,2.0,0.03456909309032425,0.09525986892242039
189,189,,,1853.8121731070096,700.866323402344,-8848.227664830209,-1691.688360288916,10358.366388388522,791.0989985787048,181.49055732320005,19.0,2.0,0.07637295003056734,0.1524157902758726,189,,,1853.8121731070096,700.866323402344,-8848.227664830209,-1691.688360288916,18069.3376465229,2603.580976343772,406.6110354572168,10358.366388388522,791.0989985787048,181.49055732320005,19.0,41.0,2.0,0.144088346085269,0.1524157902758726
190,190,,,1853.8121731070096,700.866323402344,-8848.227664830209,-1219.4120890020297,1093.4072560187926,737.4078561920765,116.594419503443,40.0,2.0,0.6744128065118697,0.2438652644413961,190,,,1853.8121731070096,700.866323402344,-8848.227664830209,-1219.4120890020297,4834.375090526353,1705.7583359953544,266.3946962052434,1093.4072560187926,737.4078561920765,116.594419503443,40.0,41.0,2.0,0.3528394681947685,0.2438652644413961
191,191,,,1853.8121731070096,700.866323402344,-8848.227664830209,-747.1358177151442,258.94744192758685,69.238564826303,11.087043557749745,39.0,2.0,0.2673846256634007,0.1524157902758726,191,,,1853.8121731070096,700.866323402344,-8848.227664830209,-747.1358177151442,2951.0925247656314,685.2154893351535,108.342081716295,258.94744192758685,69.238564826303,11.087043557749745,39.0,40.0,2.0,0.2321904459398716,0.1524157902758726
192,192,,,1853.8121731070096,700.866323402344,-6378.02803046623,-1691.688360288916,20794.38323605053,2522.459401253649,453.04708261243945,31.0,2.0,0.12130484336176632,0.2438652644413961,192,,,1853.8121731070096,700.866323402344,-6378.02803046623,-1691.688360288916,24569.94846812118,1447.2836441623945,315.8231834021765,20794.38323605053,2522.459401253649,453.04708261243945,31.0,21.0,2.0,0.05890462676550602,0.2438652644413961
193,193,,,1853.8121731070096,700.866323402344,-6378.02803046623,-1219.4120890020297,1470.5771131877166,198.3014855082732,35.615998197071534,31.0,2.0,0.13484602999051323,0.3901844231062337,193,,,1853.8121731070096,700.866323402344,-6378.02803046623,-1219.4120890020297,6101.802091224927,558.4691797463223,103.70512319445407,1470.5771131877166,198.3014855082732,35.615998197071534,31.0,29.0,2.0,0.09152528571017789,0.3901844231062337
194,194,,,1853.8121731070096,700.866323402344,-6378.02803046623,-747.1358177151442,23.95125158647445,8.825177337267043,1.5135054269730313,34.0,2.0,0.36846414081553563,0.2438652644413961,194,,,1853.8121731070096,700.866323402344,-6378.02803046623,-747.1358177151442,231.25724241541243,98.91971005094628,16.48661834182438,23.95125158647445,8.825177337267043,1.5135054269730313,34.0,36.0,2.0,0.42774751189523674,0.2438652644413961
195,195,,,1853.8121731070096,700.866323402344,-3907.82839610225,-1691.688360288916,59350.40159722122,3483.5666187762745,683.1836217707947,26.0,2.0,0.05869491233466859,0.1524157902758726,195,,,1853.8121731070096,700.866323402344,-3907.82839610225,-1691.688360288916,26556.455796914062,1204.2165246530378,262.7815893971048,59350.40159722122,3483.5666187762745,683.1836217707947,26.0,21.0,2.0,0.045345528554791986,0.1524157902758726
196,196,,,1853.8121731070096,700.866323402344,-3907.82839610225,-1219.4120890020297,3518.1640575825213,331.90435578988405,60.59716753344662,30.0,2.0,0.09434021562313086,0.2438652644413961,196,,,1853.8121731070096,700.866323402344,-3907.82839610225,-1219.4120890020297,5285.806969498242,353.5672572419862,62.50245130033422,3518.1640575825213,331.90435578988405,60.59716753344662,30.0,32.0,2.0,0.06688992982192628,0.2438652644413961
197,197,,,1853.8121731070096,700.866323402344,-3907.82839610225,-747.1358177151442,102.3944933162789,3.2381932492410845,0.5185259066650713,39.0,2.0,0.03162468160508266,0.1524157902758726,197,,,1853.8121731070096,700.866323402344,-3907.82839610225,-747.1358177151442,484.9393002964942,20.45188435216831,3.274922483147862,102.3944933162789,3.2381932492410845,0.5185259066650713,39.0,39.0,2.0,0.04217411197579559,0.1524157902758726
198,198,,,1853.8121731070096,1143.89492146804,-8848.227664830209,-1691.688360288916,1160.1683726038934,263.2188744320491,41.61855831755673,40.0,2.0,0.22687989144306533,0.24386526444139614,198,,,1853.8121731070096,1143.89492146804,-8848.227664830209,-1691.688360288916,10523.600961732916,1760.718735593924,271.68479924316125,1160.1683726038934,263.2188744320491,41.61855831755673,40.0,42.0,2.0,0.1673114309442599,0.24386526444139614
199,199,,,1853.8121731070096,1143.89492146804,-8848.227664830209,-1219.4120890020297,552.7249547823059,112.78893605726157,19.343142953549258,34.0,2.0,0.20405978612216663,0.39018442310623375,199,,,1853.8121731070096,1143.89492146804,-8848.227664830209,-1219.4120890020297,5209.865364714563,810.6227006989501,176.8923755239272,552.7249547823059,112.78893605726157,19.343142953549258,34.0,21.0,2.0,0.15559379061676815,0.39018442310623375
200,200,,,1853.8121731070096,1143.89492146804,-8848.227664830209,-747.1358177151442,272.90009921428083,42.0415417933534,8.581693782800789,24.0,2.0,0.1540546958920027,0.24386526444139614,200,,,1853.8121731070096,1143.89492146804,-8848.227664830209,-747.1358177151442,3662.060930392439,680.0919577640931,111.80642913093472,272.90009921428083,42.0415417933534,8.581693782800789,24.0,37.0,2.0,0.18571290065651969,0.24386526444139614
201,201,,,1853.8121731070096,1143.89492146804,-6378.02803046623,-1691.688360288916,837.4994290431799,145.52129012511523,23.606670488878198,38.0,2.0,0.17375688278542387,0.3901844231062338,201,,,1853.8121731070096,1143.89492146804,-6378.02803046623,-1691.688360288916,7004.02827880817,486.8605303979634,84.75153990902524,837.4994290431799,145.52129012511523,23.606670488878198,38.0,33.0,2.0,0.06951150266926238,0.3901844231062338
202,202,,,1853.8121731070096,1143.89492146804,-6378.02803046623,-1219.4120890020297,190.5445304859154,55.96797259597047,8.740728825591122,41.0,2.0,0.2937264714617851,0.624295076969974,202,,,1853.8121731070096,1143.89492146804,-6378.02803046623,-1219.4120890020297,1736.4389226724893,502.4273057607251,76.619445824573,190.5445304859154,55.96797259597047,8.740728825591122,41.0,43.0,2.0,0.2893434944359907,0.624295076969974
203,203,,,1853.8121731070096,1143.89492146804,-6378.02803046623,-747.1358177151442,108.2119699410306,31.730681772297626,5.017061305522439,40.0,2.0,0.2932270966843044,0.3901844231062338,203,,,1853.8121731070096,1143.89492146804,-6378.02803046623,-747.1358177151442,1409.962014398419,329.65131769243527,51.48288639556362,108.2119699410306,31.730681772297626,5.017061305522439,40.0,41.0,2.0,0.23380155942221315,0.3901844231062338
204,204,,,1853.8121731070096,1143.89492146804,-3907.82839610225,-1691.688360288916,1352.6592600075803,314.1816944361731,58.34207599736433,29.0,2.0,0.23226965114216008,0.24386526444139614,204,,,1853.8121731070096,1143.89492146804,-3907.82839610225,-1691.688360288916,2008.0546339499565,107.54379820531148,20.323867507040617,1352.6592600075803,314.1816944361731,58.34207599736433,29.0,28.0,2.0,0.05355621126391704,0.24386526444139614
