,te_value,ti_value,te_ddrho,ti_ddrho,te_transp_flux,ti_transp_flux,ft
43,648.1701154329635,1091.3174147924924,-1626.4675961489745,-2018.9946679443167,30670.337203401956,38072.22930499205,0
44,648.1701154329635,1091.3174147924924,-1626.4675961489745,-742.7564647741538,30670.337203401956,14006.175892202104,0
45,648.1701154329635,1091.3174147924924,-598.3519129425686,-5847.7092774548055,4125.119878585379,40314.90710205539,0
46,648.1701154329635,1091.3174147924924,-598.3519129425686,-4571.471074284643,4125.119878585379,31516.346476057,0
47,648.1701154329635,1091.3174147924924,-598.3519129425686,-3295.2328711144796,4125.119878585379,22717.7858500587,0
48,648.1701154329635,1091.3174147924924,-598.3519129425686,-2018.9946679443167,4125.119878585379,13919.225224060308,0
49,648.1701154329635,1091.3174147924924,-598.3519129425686,-742.7564647741538,4125.119878585379,5120.66459806183,0
50,648.1701154329635,1781.1562730402802,-4710.814645768189,-5847.7092774548055,262021.47060871596,325256.98839527805,0
51,648.1701154329635,1781.1562730402802,-4710.814645768189,-4571.471074284643,262021.47060871596,254271.00486861408,0
52,648.1701154329635,1781.1562730402802,-4710.814645768189,-3295.2328711144796,262021.47060871596,183285.02134195017,0
53,648.1701154329635,1781.1562730402802,-4710.814645768189,-2018.9946679443167,262021.47060871596,112299.03781528621,0
54,648.1701154329635,1781.1562730402802,-4710.814645768189,-742.7564647741538,262021.47060871596,41313.054288620646,0
55,648.1701154329635,1781.1562730402802,-3682.698962561785,-5847.7092774548055,159173.2871755276,252749.17054089543,0
56,648.1701154329635,1781.1562730402802,-3682.698962561785,-4571.471074284643,159173.2871755276,197587.71637841064,0
57,648.1701154329635,1781.1562730402802,-3682.698962561785,-3295.2328711144796,159173.2871755276,142426.26221592585,0
58,648.1701154329635,1781.1562730402802,-3682.698962561785,-2018.9946679443167,159173.2871755276,87264.80805344104,0
59,648.1701154329635,1781.1562730402802,-3682.698962561785,-742.7564647741538,159173.2871755276,32103.35389095499,0
60,648.1701154329635,1781.1562730402802,-2654.5832793553805,-5847.7092774548055,82203.75818812016,181084.42222805336,0
61,648.1701154329635,1781.1562730402802,-2654.5832793553805,-4571.471074284643,82203.75818812016,141563.5010123828,0
62,648.1701154329635,1781.1562730402802,-2654.5832793553805,-3295.2328711144796,82203.75818812016,102042.57979671225,0
63,648.1701154329635,1781.1562730402802,-2654.5832793553805,-2018.9946679443167,82203.75818812016,62521.658581041695,0
64,648.1701154329635,1781.1562730402802,-2654.5832793553805,-742.7564647741538,82203.75818812016,23000.737365370256,0
65,648.1701154329635,1781.1562730402802,-1626.4675961489745,-5847.7092774548055,30670.337203401956,110270.38954336035,0
66,648.1701154329635,1781.1562730402802,-1626.4675961489745,-4571.471074284643,30670.337203401956,86204.3361305709,0
67,648.1701154329635,1781.1562730402802,-1626.4675961489745,-3295.2328711144796,30670.337203401956,62138.28271778147,0
68,648.1701154329635,1781.1562730402802,-1626.4675961489745,-2018.9946679443167,30670.337203401956,38072.22930499204,0
69,648.1701154329635,1781.1562730402802,-1626.4675961489745,-742.7564647741538,30670.337203401956,14006.17589220207,0
70,648.1701154329635,1781.1562730402802,-598.3519129425686,-5847.7092774548055,4125.119878585379,40314.90710205518,0
71,648.1701154329635,1781.1562730402802,-598.3519129425686,-4571.471074284643,4125.119878585379,31516.34647605689,0
72,648.1701154329635,1781.1562730402802,-598.3519129425686,-3295.2328711144796,4125.119878585379,22717.785850058597,0
73,648.1701154329635,1781.1562730402802,-598.3519129425686,-2018.9946679443167,4125.119878585379,13919.225224060307,0
74,648.1701154329635,1781.1562730402802,-598.3519129425686,-742.7564647741538,4125.119878585379,5120.664598061818,0
75,648.1701154329635,2470.995131288068,-4710.814645768189,-5847.7092774548055,262021.47060871596,325256.9883952796,0
76,648.1701154329635,2470.995131288068,-4710.814645768189,-4571.471074284643,262021.47060871596,254271.00486861574,0
77,648.1701154329635,2470.995131288068,-4710.814645768189,-3295.2328711144796,262021.47060871596,183285.02134195017,0
78,648.1701154329635,2470.995131288068,-4710.814645768189,-2018.9946679443167,262021.47060871596,112299.03781528298,0
79,648.1701154329635,2470.995131288068,-4710.814645768189,-742.7564647741538,262021.47060871596,41313.05428862065,0
80,648.1701154329635,2470.995131288068,-3682.698962561785,-5847.7092774548055,159173.2871755276,252749.17054089668,0
81,648.1701154329635,2470.995131288068,-3682.698962561785,-4571.471074284643,159173.2871755276,197587.71637841195,0
82,648.1701154329635,2470.995131288068,-3682.698962561785,-3295.2328711144796,159173.2871755276,142426.26221592585,0
83,648.1701154329635,2470.995131288068,-3682.698962561785,-2018.9946679443167,159173.2871755276,87264.80805343854,0
84,648.1701154329635,2470.995131288068,-3682.698962561785,-742.7564647741538,159173.2871755276,32103.353890954993,0
85,648.1701154329635,2470.995131288068,-2654.5832793553805,-5847.7092774548055,82203.75818812016,181084.42222805423,0
86,648.1701154329635,2470.995131288068,-2654.5832793553805,-4571.471074284643,82203.75818812016,141563.50101238373,0
87,648.1701154329635,2470.995131288068,-2654.5832793553805,-3295.2328711144796,82203.75818812016,102042.57979671226,0
88,648.1701154329635,2470.995131288068,-2654.5832793553805,-2018.9946679443167,82203.75818812016,62521.658581039905,0
89,648.1701154329635,2470.995131288068,-2654.5832793553805,-742.7564647741538,82203.75818812016,23000.737365370256,0
90,648.1701154329635,2470.995131288068,-1626.4675961489745,-5847.7092774548055,30670.337203401956,110270.38954336087,0
91,648.1701154329635,2470.995131288068,-1626.4675961489745,-4571.471074284643,30670.337203401956,86204.33613057145,0
92,648.1701154329635,2470.995131288068,-1626.4675961489745,-3295.2328711144796,30670.337203401956,62138.282717781476,0
93,648.1701154329635,2470.995131288068,-1626.4675961489745,-2018.9946679443167,30670.337203401956,38072.22930499096,0
94,648.1701154329635,2470.995131288068,-1626.4675961489745,-742.7564647741538,30670.337203401956,14006.17589220207,0
95,648.1701154329635,2470.995131288068,-598.3519129425686,-5847.7092774548055,4125.119878585379,40314.90710205538,0
96,648.1701154329635,2470.995131288068,-598.3519129425686,-4571.471074284643,4125.119878585379,31516.346476057093,0
97,648.1701154329635,2470.995131288068,-598.3519129425686,-3295.2328711144796,4125.119878585379,22717.785850058597,0
98,648.1701154329635,2470.995131288068,-598.3519129425686,-2018.9946679443167,4125.119878585379,13919.225224059908,0
99,648.1701154329635,2470.995131288068,-598.3519129425686,-742.7564647741538,4125.119878585379,5120.664598061818,0
100,648.1701154329635,3160.833989535856,-4710.814645768189,-5847.7092774548055,262021.47060871596,325256.98839528125,0
101,648.1701154329635,3160.833989535856,-4710.814645768189,-4571.471074284643,262021.47060871596,254271.00486861414,0
102,648.1701154329635,3160.833989535856,-4710.814645768189,-3295.2328711144796,262021.47060871596,183285.0213419502,0
103,648.1701154329635,3160.833989535856,-4710.814645768189,-2018.9946679443167,262021.47060871596,112299.03781528297,0
104,648.1701154329635,3160.833989535856,-4710.814645768189,-742.7564647741538,262021.47060871596,41313.05428862227,0
105,648.1701154329635,3160.833989535856,-3682.698962561785,-5847.7092774548055,159173.2871755276,252749.170540898,0
106,648.1701154329635,3160.833989535856,-3682.698962561785,-4571.471074284643,159173.2871755276,197587.71637841064,0
107,648.1701154329635,3160.833989535856,-3682.698962561785,-3295.2328711144796,159173.2871755276,142426.26221592585,0
108,648.1701154329635,3160.833989535856,-3682.698962561785,-2018.9946679443167,159173.2871755276,87264.80805343854,0
109,648.1701154329635,3160.833989535856,-3682.698962561785,-742.7564647741538,159173.2871755276,32103.353890956252,0
110,648.1701154329635,3160.833989535856,-2654.5832793553805,-5847.7092774548055,82203.75818812016,181084.42222805513,0
111,648.1701154329635,3160.833989535856,-2654.5832793553805,-4571.471074284643,82203.75818812016,141563.5010123828,0
112,648.1701154329635,3160.833989535856,-2654.5832793553805,-3295.2328711144796,82203.75818812016,102042.57979671228,0
113,648.1701154329635,3160.833989535856,-2654.5832793553805,-2018.9946679443167,82203.75818812016,62521.658581039905,0
114,648.1701154329635,3160.833989535856,-2654.5832793553805,-742.7564647741538,82203.75818812016,23000.73736537116,0
115,648.1701154329635,3160.833989535856,-1626.4675961489745,-5847.7092774548055,30670.337203401956,110270.38954336142,0
116,648.1701154329635,3160.833989535856,-1626.4675961489745,-4571.471074284643,30670.337203401956,86204.3361305709,0
117,648.1701154329635,3160.833989535856,-1626.4675961489745,-3295.2328711144796,30670.337203401956,62138.28271778148,0
118,648.1701154329635,3160.833989535856,-1626.4675961489745,-2018.9946679443167,30670.337203401956,38072.22930499095,0
119,648.1701154329635,3160.833989535856,-1626.4675961489745,-742.7564647741538,30670.337203401956,14006.175892202618,0
120,648.1701154329635,3160.833989535856,-598.3519129425686,-5847.7092774548055,4125.119878585379,40314.90710205558,0
121,648.1701154329635,3160.833989535856,-598.3519129425686,-4571.471074284643,4125.119878585379,31516.34647605689,0
122,648.1701154329635,3160.833989535856,-598.3519129425686,-3295.2328711144796,4125.119878585379,22717.7858500586,0
123,648.1701154329635,3160.833989535856,-598.3519129425686,-2018.9946679443167,4125.119878585379,13919.225224059906,0
124,648.1701154329635,3160.833989535856,-598.3519129425686,-742.7564647741538,4125.119878585379,5120.664598062018,0
125,1761.8857176529864,401.4785565447046,-4710.814645768189,-5847.7092774548055,424465.6326704858,526904.9633183281,0
126,1761.8857176529864,401.4785565447046,-4710.814645768189,-4571.471074284643,424465.6326704858,411910.1488155958,0
127,1761.8857176529864,401.4785565447046,-4710.814645768189,-3295.2328711144796,424465.6326704858,296915.3343128629,0
128,1761.8857176529864,401.4785565447046,-4710.814645768189,-2018.9946679443167,424465.6326704858,181920.5198101307,0
129,1761.8857176529864,401.4785565447046,-4710.814645768189,-742.7564647741538,424465.6326704858,66925.70530739788,0
130,1761.8857176529864,401.4785565447046,-3682.698962561785,-5847.7092774548055,258817.22434105718,410972.4686514926,0
131,1761.8857176529864,401.4785565447046,-3682.698962561785,-4571.471074284643,258817.22434105718,321279.43843086716,0
132,1761.8857176529864,401.4785565447046,-3682.698962561785,-3295.2328711144796,258817.22434105718,231586.4082102412,0
133,1761.8857176529864,401.4785565447046,-3682.698962561785,-2018.9946679443167,258817.22434105718,141893.3779896158,0
134,1761.8857176529864,401.4785565447046,-3682.698962561785,-742.7564647741538,258817.22434105718,52200.34776898992,0
135,1761.8857176529864,401.4785565447046,-2654.5832793553805,-5847.7092774548055,134171.1524686746,295561.9811062781,0
136,1761.8857176529864,401.4785565447046,-2654.5832793553805,-4571.471074284643,134171.1524686746,231056.80928681523,0
137,1761.8857176529864,401.4785565447046,-2654.5832793553805,-3295.2328711144796,134171.1524686746,166551.63746735206,0
138,1761.8857176529864,401.4785565447046,-2654.5832793553805,-2018.9946679443167,134171.1524686746,102046.46564788929,0
139,1761.8857176529864,401.4785565447046,-2654.5832793553805,-742.7564647741538,134171.1524686746,37541.29382842616,0
140,1761.8857176529864,401.4785565447046,-1626.4675961489745,-5847.7092774548055,50252.584523181096,180675.2900752988,0
141,1761.8857176529864,401.4785565447046,-1626.4675961489745,-4571.471074284643,50252.584523181096,141243.66024856642,0
142,1761.8857176529864,401.4785565447046,-1626.4675961489745,-3295.2328711144796,50252.584523181096,101812.03042183378,0
143,1761.8857176529864,401.4785565447046,-1626.4675961489745,-2018.9946679443167,50252.584523181096,62380.40059510139,0
144,1761.8857176529864,401.4785565447046,-1626.4675961489745,-742.7564647741538,50252.584523181096,22948.770768368788,0
145,1761.8857176529864,401.4785565447046,-598.3519129425686,-5847.7092774548055,6785.431251176085,66314.20142688375,0
146,1761.8857176529864,401.4785565447046,-598.3519129425686,-4571.471074284643,6785.431251176085,51841.403061205376,0
147,1761.8857176529864,401.4785565447046,-598.3519129425686,-3295.2328711144796,6785.431251176085,37368.60469552693,0
148,1761.8857176529864,401.4785565447046,-598.3519129425686,-2018.9946679443167,6785.431251176085,22895.80632984857,0
149,1761.8857176529864,401.4785565447046,-598.3519129425686,-742.7564647741538,6785.431251176085,8423.007964170125,0
150,1761.8857176529864,1091.3174147924924,-4710.814645768189,-5847.7092774548055,424465.6326704858,526904.963318328,0
151,1761.8857176529864,1091.3174147924924,-4710.814645768189,-4571.471074284643,424465.6326704858,411910.14881559537,0
152,1761.8857176529864,1091.3174147924924,-4710.814645768189,-3295.2328711144796,424465.6326704858,296915.33431286353,0
153,1761.8857176529864,1091.3174147924924,-4710.814645768189,-2018.9946679443167,424465.6326704858,181920.51981013067,0
154,1761.8857176529864,1091.3174147924924,-4710.814645768189,-742.7564647741538,424465.6326704858,66925.70530739662,0
155,1761.8857176529864,1091.3174147924924,-3682.698962561785,-5847.7092774548055,258817.22434105718,410972.4686514926,0
156,1761.8857176529864,1091.3174147924924,-3682.698962561785,-4571.471074284643,258817.22434105718,321279.43843086675,0
157,1761.8857176529864,1091.3174147924924,-3682.698962561785,-3295.2328711144796,258817.22434105718,231586.4082102417,0
158,1761.8857176529864,1091.3174147924924,-3682.698962561785,-2018.9946679443167,258817.22434105718,141893.37798961578,0
159,1761.8857176529864,1091.3174147924924,-3682.698962561785,-742.7564647741538,258817.22434105718,52200.34776898895,0
160,1761.8857176529864,1091.3174147924924,-2654.5832793553805,-5847.7092774548055,134171.1524686746,295561.9811062781,0
161,1761.8857176529864,1091.3174147924924,-2654.5832793553805,-4571.471074284643,134171.1524686746,231056.809286815,0
162,1761.8857176529864,1091.3174147924924,-2654.5832793553805,-3295.2328711144796,134171.1524686746,166551.6374673524,0
163,1761.8857176529864,1091.3174147924924,-2654.5832793553805,-2018.9946679443167,134171.1524686746,102046.46564788927,0
164,1761.8857176529864,1091.3174147924924,-2654.5832793553805,-742.7564647741538,134171.1524686746,37541.29382842546,0
165,1761.8857176529864,1091.3174147924924,-1626.4675961489745,-5847.7092774548055,50252.584523181096,180675.2900752988,0
166,1761.8857176529864,1091.3174147924924,-1626.4675961489745,-4571.471074284643,50252.584523181096,141243.66024856624,0
167,1761.8857176529864,1091.3174147924924,-1626.4675961489745,-3295.2328711144796,50252.584523181096,101812.03042183399,0
168,1761.8857176529864,1091.3174147924924,-1626.4675961489745,-2018.9946679443167,50252.584523181096,62380.40059510139,0
169,1761.8857176529864,1091.3174147924924,-1626.4675961489745,-742.7564647741538,50252.584523181096,22948.770768368362,0
170,1761.8857176529864,1091.3174147924924,-598.3519129425686,-5847.7092774548055,6785.431251176085,66314.20142688375,0
171,1761.8857176529864,1091.3174147924924,-598.3519129425686,-4571.471074284643,6785.431251176085,51841.40306120532,0
172,1761.8857176529864,1091.3174147924924,-598.3519129425686,-3295.2328711144796,6785.431251176085,37368.604695527014,0
173,1761.8857176529864,1091.3174147924924,-598.3519129425686,-2018.9946679443167,6785.431251176085,22895.80632984856,0
174,1761.8857176529864,1091.3174147924924,-598.3519129425686,-742.7564647741538,6785.431251176085,8423.007964169969,0
175,1761.8857176529864,1781.1562730402802,-4710.814645768189,-5847.7092774548055,424465.6326704858,526904.9633183255,0
176,1761.8857176529864,1781.1562730402802,-4710.814645768189,-4571.471074284643,424465.6326704858,411910.1488155938,0
177,1761.8857176529864,1781.1562730402802,-4710.814645768189,-3295.2328711144796,424465.6326704858,296915.33431286225,0
178,1761.8857176529864,1781.1562730402802,-4710.814645768189,-2018.9946679443167,424465.6326704858,181920.51981013065,0
179,1761.8857176529864,1781.1562730402802,-4710.814645768189,-742.7564647741538,424465.6326704858,66925.70530739646,0
180,1761.8857176529864,1781.1562730402802,-3682.698962561785,-5847.7092774548055,258817.22434105718,410972.4686514905,0
181,1761.8857176529864,1781.1562730402802,-3682.698962561785,-4571.471074284643,258817.22434105718,321279.4384308656,0
182,1761.8857176529864,1781.1562730402802,-3682.698962561785,-3295.2328711144796,258817.22434105718,231586.4082102407,0
183,1761.8857176529864,1781.1562730402802,-3682.698962561785,-2018.9946679443167,258817.22434105718,141893.37798961578,0
184,1761.8857176529864,1781.1562730402802,-3682.698962561785,-742.7564647741538,258817.22434105718,52200.347768988824,0
185,1761.8857176529864,1781.1562730402802,-2654.5832793553805,-5847.7092774548055,134171.1524686746,295561.98110627657,0
186,1761.8857176529864,1781.1562730402802,-2654.5832793553805,-4571.471074284643,134171.1524686746,231056.80928681412,0
187,1761.8857176529864,1781.1562730402802,-2654.5832793553805,-3295.2328711144796,134171.1524686746,166551.6374673517,0
188,1761.8857176529864,1781.1562730402802,-2654.5832793553805,-2018.9946679443167,134171.1524686746,102046.46564788927,0
189,1761.8857176529864,1781.1562730402802,-2654.5832793553805,-742.7564647741538,134171.1524686746,37541.29382842537,0
190,1761.8857176529864,1781.1562730402802,-1626.4675961489745,-5847.7092774548055,50252.584523181096,180675.2900752979,0
191,1761.8857176529864,1781.1562730402802,-1626.4675961489745,-4571.471074284643,50252.584523181096,141243.66024856572,0
192,1761.8857176529864,1781.1562730402802,-1626.4675961489745,-3295.2328711144796,50252.584523181096,101812.03042183357,0
193,1761.8857176529864,1781.1562730402802,-1626.4675961489745,-2018.9946679443167,50252.584523181096,62380.40059510138,0
194,1761.8857176529864,1781.1562730402802,-1626.4675961489745,-742.7564647741538,50252.584523181096,22948.770768368307,0
195,1761.8857176529864,1781.1562730402802,-598.3519129425686,-5847.7092774548055,6785.431251176085,66314.20142688342,0
196,1761.8857176529864,1781.1562730402802,-598.3519129425686,-4571.471074284643,6785.431251176085,51841.40306120513,0
197,1761.8857176529864,1781.1562730402802,-598.3519129425686,-3295.2328711144796,6785.431251176085,37368.60469552685,0
198,1761.8857176529864,1781.1562730402802,-598.3519129425686,-2018.9946679443167,6785.431251176085,22895.80632984856,0
199,1761.8857176529864,1781.1562730402802,-598.3519129425686,-742.7564647741538,6785.431251176085,8423.007964169949,0
200,1761.8857176529864,2470.995131288068,-4710.814645768189,-5847.7092774548055,424465.6326704858,526904.963318328,0
201,1761.8857176529864,2470.995131288068,-4710.814645768189,-4571.471074284643,424465.6326704858,411910.1488155965,0
202,1761.8857176529864,2470.995131288068,-4710.814645768189,-3295.2328711144796,424465.6326704858,296915.33431286225,0
203,1761.8857176529864,2470.995131288068,-4710.814645768189,-2018.9946679443167,424465.6326704858,181920.51981012544,0
204,1761.8857176529864,2470.995131288068,-4710.814645768189,-742.7564647741538,424465.6326704858,66925.70530739646,0
205,1761.8857176529864,2470.995131288068,-3682.698962561785,-5847.7092774548055,258817.22434105718,410972.46865149256,0
206,1761.8857176529864,2470.995131288068,-3682.698962561785,-4571.471074284643,258817.22434105718,321279.4384308676,0
207,1761.8857176529864,2470.995131288068,-3682.698962561785,-3295.2328711144796,258817.22434105718,231586.4082102407,0
208,1761.8857176529864,2470.995131288068,-3682.698962561785,-2018.9946679443167,258817.22434105718,141893.3779896117,0
209,1761.8857176529864,2470.995131288068,-3682.698962561785,-742.7564647741538,258817.22434105718,52200.347768988824,0
210,1761.8857176529864,2470.995131288068,-2654.5832793553805,-5847.7092774548055,134171.1524686746,295561.981106278,0
211,1761.8857176529864,2470.995131288068,-2654.5832793553805,-4571.471074284643,134171.1524686746,231056.80928681564,0
212,1761.8857176529864,2470.995131288068,-2654.5832793553805,-3295.2328711144796,134171.1524686746,166551.6374673517,0
213,1761.8857176529864,2470.995131288068,-2654.5832793553805,-2018.9946679443167,134171.1524686746,102046.46564788633,0
214,1761.8857176529864,2470.995131288068,-2654.5832793553805,-742.7564647741538,134171.1524686746,37541.29382842537,0
215,1761.8857176529864,2470.995131288068,-1626.4675961489745,-5847.7092774548055,50252.584523181096,180675.2900752988,0
216,1761.8857176529864,2470.995131288068,-1626.4675961489745,-4571.471074284643,50252.584523181096,141243.66024856665,0
217,1761.8857176529864,2470.995131288068,-1626.4675961489745,-3295.2328711144796,50252.584523181096,101812.03042183357,0
218,1761.8857176529864,2470.995131288068,-1626.4675961489745,-2018.9946679443167,50252.584523181096,62380.400595099585,0
219,1761.8857176529864,2470.995131288068,-1626.4675961489745,-742.7564647741538,50252.584523181096,22948.770768368307,0
220,1761.8857176529864,2470.995131288068,-598.3519129425686,-5847.7092774548055,6785.431251176085,66314.20142688374,0
221,1761.8857176529864,2470.995131288068,-598.3519129425686,-4571.471074284643,6785.431251176085,51841.40306120546,0
222,1761.8857176529864,2470.995131288068,-598.3519129425686,-3295.2328711144796,6785.431251176085,37368.60469552685,0
223,1761.8857176529864,2470.995131288068,-598.3519129425686,-2018.9946679443167,6785.431251176085,22895.806329847903,0
224,1761.8857176529864,2470.995131288068,-598.3519129425686,-742.7564647741538,6785.431251176085,8423.007964169949,0
225,1761.8857176529864,3160.833989535856,-4710.814645768189,-5847.7092774548055,424465.6326704858,526904.9633183307,0
226,1761.8857176529864,3160.833989535856,-4710.814645768189,-4571.471074284643,424465.6326704858,411910.1488155938,0
227,1761.8857176529864,3160.833989535856,-4710.814645768189,-3295.2328711144796,424465.6326704858,296915.33431286225,0
228,1761.8857176529864,3160.833989535856,-4710.814645768189,-2018.9946679443167,424465.6326704858,181920.5198101254,0
229,1761.8857176529864,3160.833989535856,-4710.814645768189,-742.7564647741538,424465.6326704858,66925.70530739908,0
230,1761.8857176529864,3160.833989535856,-3682.698962561785,-5847.7092774548055,258817.22434105718,410972.4686514946,0
231,1761.8857176529864,3160.833989535856,-3682.698962561785,-4571.471074284643,258817.22434105718,321279.4384308656,0
232,1761.8857176529864,3160.833989535856,-3682.698962561785,-3295.2328711144796,258817.22434105718,231586.40821024074,0
233,1761.8857176529864,3160.833989535856,-3682.698962561785,-2018.9946679443167,258817.22434105718,141893.3779896117,0
234,1761.8857176529864,3160.833989535856,-3682.698962561785,-742.7564647741538,258817.22434105718,52200.34776899087,0
235,1761.8857176529864,3160.833989535856,-2654.5832793553805,-5847.7092774548055,134171.1524686746,295561.98110627953,0
236,1761.8857176529864,3160.833989535856,-2654.5832793553805,-4571.471074284643,134171.1524686746,231056.80928681415,0
237,1761.8857176529864,3160.833989535856,-2654.5832793553805,-3295.2328711144796,134171.1524686746,166551.63746735174,0
238,1761.8857176529864,3160.833989535856,-2654.5832793553805,-2018.9946679443167,134171.1524686746,102046.46564788633,0
239,1761.8857176529864,3160.833989535856,-2654.5832793553805,-742.7564647741538,134171.1524686746,37541.293828426846,0
240,1761.8857176529864,3160.833989535856,-1626.4675961489745,-5847.7092774548055,50252.584523181096,180675.2900752997,0
241,1761.8857176529864,3160.833989535856,-1626.4675961489745,-4571.471074284643,50252.584523181096,141243.66024856575,0
242,1761.8857176529864,3160.833989535856,-1626.4675961489745,-3295.2328711144796,50252.584523181096,101812.03042183358,0
243,1761.8857176529864,3160.833989535856,-1626.4675961489745,-2018.9946679443167,50252.584523181096,62380.40059509958,0
244,1761.8857176529864,3160.833989535856,-1626.4675961489745,-742.7564647741538,50252.584523181096,22948.770768369202,0
245,1761.8857176529864,3160.833989535856,-598.3519129425686,-5847.7092774548055,6785.431251176085,66314.20142688407,0
246,1761.8857176529864,3160.833989535856,-598.3519129425686,-4571.471074284643,6785.431251176085,51841.40306120513,0
247,1761.8857176529864,3160.833989535856,-598.3519129425686,-3295.2328711144796,6785.431251176085,37368.604695526854,0
