 0.00000000E+00 0.11544194E+20 0.11547118E+20 0.11544194E+20 0.11547118E+20 0.10501569E+07 0.10498430E+07 0.12601675E+07 0.12597905E+07 0.10002146E+01 0.10000000E+01 0.70402059E-09 0.00000000E+00
 0.50251256E-02 0.11544194E+20 0.11546853E+20 0.11544194E+20 0.11546853E+20 0.10501569E+07 0.10498164E+07 0.12601675E+07 0.12597587E+07 0.10002146E+01 0.10000265E+01 0.26502995E-04 0.26507865E-04
 0.10050251E-01 0.11543486E+20 0.11546057E+20 0.11543486E+20 0.11546057E+20 0.10500861E+07 0.10497369E+07 0.12600826E+07 0.12596633E+07 0.10001428E+01 0.10001060E+01 0.10600987E-03 0.10603146E-03
 0.15075377E-01 0.11542212E+20 0.11544732E+20 0.11542212E+20 0.11544732E+20 0.10499587E+07 0.10496044E+07 0.12599297E+07 0.12595043E+07 0.10002522E+01 0.10002386E+01 0.23852221E-03 0.23857079E-03
 0.20100503E-01 0.11540392E+20 0.11542876E+20 0.11540392E+20 0.11542876E+20 0.10497767E+07 0.10494188E+07 0.12597113E+07 0.12592816E+07 0.10004315E+01 0.10004241E+01 0.42403948E-03 0.42412585E-03
 0.25125628E-01 0.11538034E+20 0.11540491E+20 0.11538034E+20 0.11540491E+20 0.10495408E+07 0.10491803E+07 0.12594283E+07 0.12589953E+07 0.10006679E+01 0.10006627E+01 0.66256169E-03 0.66269663E-03
 0.30150754E-01 0.11535139E+20 0.11537575E+20 0.11535139E+20 0.11537575E+20 0.10492513E+07 0.10488887E+07 0.12590809E+07 0.12586454E+07 0.10009585E+01 0.10009543E+01 0.95408883E-03 0.95428315E-03
 0.35175879E-01 0.11531710E+20 0.11534129E+20 0.11531710E+20 0.11534129E+20 0.10489084E+07 0.10485441E+07 0.12586693E+07 0.12582319E+07 0.10013027E+01 0.10012989E+01 0.12986209E-02 0.12988854E-02
 0.40201005E-01 0.11527748E+20 0.11530153E+20 0.11527748E+20 0.11530153E+20 0.10485121E+07 0.10481464E+07 0.12581938E+07 0.12577547E+07 0.10017000E+01 0.10016965E+01 0.16961579E-02 0.16965034E-02
 0.45226131E-01 0.11523253E+20 0.11525646E+20 0.11523253E+20 0.11525646E+20 0.10480626E+07 0.10476958E+07 0.12576543E+07 0.12572140E+07 0.10021506E+01 0.10021471E+01 0.21466999E-02 0.21471371E-02
 0.50251256E-01 0.11518227E+20 0.11520610E+20 0.11518227E+20 0.11520610E+20 0.10475598E+07 0.10471922E+07 0.12570510E+07 0.12566096E+07 0.10026542E+01 0.10026508E+01 0.26502467E-02 0.26507865E-02
 0.55276382E-01 0.11512669E+20 0.11515043E+20 0.11512669E+20 0.11515043E+20 0.10470039E+07 0.10466355E+07 0.12563839E+07 0.12559416E+07 0.10032109E+01 0.10032075E+01 0.32067986E-02 0.32074517E-02
 0.60301508E-01 0.11506579E+20 0.11508946E+20 0.11506579E+20 0.11508946E+20 0.10463948E+07 0.10460258E+07 0.12556530E+07 0.12552100E+07 0.10038207E+01 0.10038171E+01 0.38163553E-02 0.38171326E-02
 0.65326633E-01 0.11499959E+20 0.11502319E+20 0.11499959E+20 0.11502319E+20 0.10457325E+07 0.10453631E+07 0.12548583E+07 0.12544148E+07 0.10044835E+01 0.10044798E+01 0.44789170E-02 0.44798293E-02
 0.70351759E-01 0.11492807E+20 0.11495162E+20 0.11492807E+20 0.11495162E+20 0.10450172E+07 0.10446474E+07 0.12539999E+07 0.12535559E+07 0.10051994E+01 0.10051955E+01 0.51944836E-02 0.51955416E-02
 0.75376884E-01 0.11485125E+20 0.11487475E+20 0.11485125E+20 0.11487475E+20 0.10442487E+07 0.10438787E+07 0.12530777E+07 0.12526334E+07 0.10059683E+01 0.10059643E+01 0.59630552E-02 0.59642697E-02
 0.80402010E-01 0.11476912E+20 0.11479258E+20 0.11476912E+20 0.11479258E+20 0.10434271E+07 0.10430569E+07 0.12520918E+07 0.12516473E+07 0.10067903E+01 0.10067860E+01 0.67846317E-02 0.67860135E-02
