te.value,ti.value,te.ddrho,ti.ddrho
1141.1193896658299,1072.88294389798,-3133.41967082512,-2422.84156326195
1141.1193896658299,1072.88294389798,-3133.41967082512,-3634.262344892925
1141.1193896658299,1072.88294389798,-3133.41967082512,-4845.6831265239
1141.1193896658299,969.0014995443084,-3133.41967082512,-2422.84156326195
1141.1193896658299,1176.7643882516518,-3133.41967082512,-2422.84156326195
