te_value,ti_value,te_ddrho,ti_ddrho,te_transp_flux,ti_transp_flux
1758.19143846619,1055.70203901776,-3138.03503336047,-2420.64001419732,119435.813288271,-2301843.01905084
1422.22860924657,452.4802252061361,-3138.03503336047,-2420.64001419732,37151.4401376733,-1769525.62989457
1758.19143846619,452.4802252061361,-3138.03503336047,-2420.64001419732,119435.813288271,-4378430.33783165
1422.22860924657,1658.923852829384,-3138.03503336047,-2420.64001419732,498734.47492305,1918261.47078409
479.5559824375506,769.4745745488223,-3138.03503336047,-2420.64001419732,117097.867437805,764959.194447379
1118.87371045187,1055.70203901776,-3138.03503336047,-2420.64001419732,289440.933822436,-232433.133895748
1758.19143846619,1055.70203901776,-3138.03503336047,-2420.64001419732,224761.205259659,-3303370.93909862
1422.22860924657,1055.70203901776,-3138.03503336047,-2420.64001419732,498734.47492305,-2103838.2932808
479.5559824375506,1341.929503486698,-3138.03503336047,-2420.64001419732,189029.487361864,2923691.9173167
479.5559824375506,769.4745745488223,-3138.03503336047,-2420.64001419732,62265.8904884188,558067.296254095
1758.19143846619,452.4802252061361,-3138.03503336047,-2420.64001419732,224761.205259659,-6151698.23942473
1118.87371045187,1658.923852829384,-3138.03503336047,-2420.64001419732,32947.6625008637,913507.593411183
479.5559824375506,1658.923852829384,-3138.03503336047,-2420.64001419732,288591.491493786,4813536.38418585
479.5559824375506,1341.929503486698,-3138.03503336047,-2420.64001419732,117097.867437805,2302180.53380333
1758.19143846619,1341.929503486698,-3138.03503336047,-2420.64001419732,363070.187776027,-2323139.05488467
1118.87371045187,1055.70203901776,-3138.03503336047,-2420.64001419732,32947.6625008637,-60662.7522467864
479.5559824375506,1658.923852829384,-3138.03503336047,-2420.64001419732,189029.487361864,3897687.74044198
1758.19143846619,769.4745745488223,-3138.03503336047,-2420.64001419732,363070.187776027,-5761251.62097548
479.5559824375506,452.4802252061361,-3138.03503336047,-2420.64001419732,189029.487361864,28578.3094341327
1758.19143846619,1658.923852829384,-3138.03503336047,-2420.64001419732,554708.773269653,-321731.384527103
1758.19143846619,769.4745745488223,-3138.03503336047,-2420.64001419732,554708.773269653,-7349658.93155152
1758.19143846619,1341.929503486698,-3138.03503336047,-2420.64001419732,119435.813288271,-1298497.39469685
1758.19143846619,769.4745745488223,-3138.03503336047,-2420.64001419732,119435.813288271,-3267234.05920745
1758.19143846619,1341.929503486698,-3138.03503336047,-2420.64001419732,224761.205259659,-1927143.36240895
1422.22860924657,1341.929503486698,-3138.03503336047,-2420.64001419732,498734.47492305,-160478.549873037
1422.22860924657,452.4802252061361,-3138.03503336047,-2420.64001419732,498734.47492305,-6479235.20897972
479.5559824375506,1658.923852829384,-3138.03503336047,-2420.64001419732,189029.487361864,3801039.60886625
479.5559824375506,1341.929503486698,-3138.03503336047,-2420.64001419732,62265.8904884188,1624009.66323917
479.5559824375506,1658.923852829384,-3138.03503336047,-2420.64001419732,117097.867437805,2993023.76694275
479.5559824375506,769.4745745488223,-3138.03503336047,-2420.64001419732,117097.867437805,868184.71452232
479.5559824375506,1055.70203901776,-3138.03503336047,-2420.64001419732,189029.487361864,1978683.85527886
1118.87371045187,452.4802252061361,-3138.03503336047,-2420.64001419732,95241.6784137746,-1789315.66257243
479.5559824375506,769.4745745488223,-3138.03503336047,-2420.64001419732,62265.8904884188,577854.292449807
1118.87371045187,1341.929503486698,-3138.03503336047,-2420.64001419732,179205.901058328,993349.947950264
815.5188116571696,1055.70203901776,-3138.03503336047,-2420.64001419732,377161.498072299,1368173.97110005
1118.87371045187,769.4745745488223,-3138.03503336047,-2420.64001419732,179205.901058328,-1163749.40839873
815.5188116571696,452.4802252061361,-3138.03503336047,-2420.64001419732,377161.498072299,-1678882.78258082
479.5559824375506,1341.929503486698,-3138.03503336047,-2420.64001419732,21552.5129808873,976974.308657948
815.5188116571696,1658.923852829384,-3138.03503336047,-2420.64001419732,152913.846780798,2844904.51585735
479.5559824375506,769.4745745488223,-3138.03503336047,-2420.64001419732,21552.5129808873,372823.106794139
815.5188116571696,1055.70203901776,-3138.03503336047,-2420.64001419732,152913.846780798,903638.300546445
815.5188116571696,452.4802252061361,-3138.03503336047,-2420.64001419732,152913.846780798,-1037627.91476446
1118.87371045187,1341.929503486698,-3138.03503336047,-2420.64001419732,95241.6784137746,666714.692393522
815.5188116571696,1341.929503486698,-3138.03503336047,-2420.64001419732,246939.917189407,2423170.86013195
1118.87371045187,769.4745745488223,-3138.03503336047,-2420.64001419732,95241.6784137746,-903214.620434646
815.5188116571696,452.4802252061361,-3138.03503336047,-2420.64001419732,246939.917189407,-1444506.95502038
1758.19143846619,769.4745745488223,-3138.03503336047,-2420.64001419732,41310.8473981167,-1984424.37322501
1758.19143846619,452.4802252061361,-3138.03503336047,-2420.64001419732,554708.773269653,-9514045.07173675
1118.87371045187,1658.923852829384,-3138.03503336047,-2420.64001419732,179205.901058328,2208588.1887118
815.5188116571696,1341.929503486698,-3138.03503336047,-2420.64001419732,377161.498072299,2837814.64959968
1422.22860924657,1341.929503486698,-3138.03503336047,-2420.64001419732,326454.87535416,-296769.45075569
1118.87371045187,1055.70203901776,-3138.03503336047,-2420.64001419732,179205.901058328,-66459.9421980518
815.5188116571696,769.4745745488223,-3138.03503336047,-2420.64001419732,377161.498072299,-51268.9143138589
1422.22860924657,769.4745745488223,-3138.03503336047,-2420.64001419732,326454.87535416,-3388151.35708044
815.5188116571696,452.4802252061361,-3138.03503336047,-2420.64001419732,28122.3651963856,-472679.286569379
1118.87371045187,452.4802252061361,-3138.03503336047,-2420.64001419732,179205.901058328,-2337479.35488667
479.5559824375506,1658.923852829384,-3138.03503336047,-2420.64001419732,21552.5129808873,1317969.92241327
815.5188116571696,1341.929503486698,-3138.03503336047,-2420.64001419732,81280.1676916107,1341802.1283145
1422.22860924657,452.4802252061361,-3138.03503336047,-2420.64001419732,37151.4401376733,-1749448.57573999
479.5559824375506,1055.70203901776,-3138.03503336047,-2420.64001419732,21552.5129808873,680722.317371872
815.5188116571696,769.4745745488223,-3138.03503336047,-2420.64001419732,81280.1676916107,-497.654623078286
815.5188116571696,1341.929503486698,-3138.03503336047,-2420.64001419732,152913.846780798,1839939.79685809
1422.22860924657,1341.929503486698,-3138.03503336047,-2420.64001419732,107403.393587765,-139456.228674127
1118.87371045187,1055.70203901776,-3138.03503336047,-2420.64001419732,289440.933822436,-179691.425856502
479.5559824375506,1658.923852829384,-3138.03503336047,-2420.64001419732,62265.8904884188,2183526.51143523
815.5188116571696,769.4745745488223,-3138.03503336047,-2420.64001419732,152913.846780798,-682.40653876615
1422.22860924657,769.4745745488223,-3138.03503336047,-2420.64001419732,107403.393587765,-1913167.52866324
1118.87371045187,452.4802252061361,-3138.03503336047,-2420.64001419732,289440.933822436,-3070437.1525977
1118.87371045187,1658.923852829384,-3138.03503336047,-2420.64001419732,95241.6784137746,1552815.7345313
815.5188116571696,1658.923852829384,-3138.03503336047,-2420.64001419732,246939.917189407,3740553.93069044
1758.19143846619,1658.923852829384,-3138.03503336047,-2420.64001419732,41310.8473981167,-172811.226141672
1422.22860924657,1658.923852829384,-3138.03503336047,-2420.64001419732,202106.074651299,1268338.95460247
1118.87371045187,1341.929503486698,-3138.03503336047,-2420.64001419732,442146.396629519,1618510.57351674
815.5188116571696,769.4745745488223,-3138.03503336047,-2420.64001419732,246939.917189407,-127123.88446189
1758.19143846619,1055.70203901776,-3138.03503336047,-2420.64001419732,41310.8473981167,-1394257.58787345
1422.22860924657,769.4745745488223,-3138.03503336047,-2420.64001419732,202106.074651299,-2755371.29557019
1118.87371045187,769.4745745488223,-3138.03503336047,-2420.64001419732,442146.396629519,-1762036.36678349
1758.19143846619,452.4802252061361,-3138.03503336047,-2420.64001419732,41310.8473981167,-2617870.75768546
1422.22860924657,1658.923852829384,-3138.03503336047,-2420.64001419732,326454.87535416,1444812.59473834
815.5188116571696,1341.929503486698,-3138.03503336047,-2420.64001419732,28122.3651963856,760576.618976899
1422.22860924657,1055.70203901776,-3138.03503336047,-2420.64001419732,326454.87535416,-1815604.04171018
815.5188116571696,769.4745745488223,-3138.03503336047,-2420.64001419732,28122.3651963856,-27737.9848800194
1758.19143846619,769.4745745488223,-3138.03503336047,-2420.64001419732,554708.773269653,-7267894.85728988
1422.22860924657,1341.929503486698,-3138.03503336047,-2420.64001419732,37151.4401376733,-120238.776728341
1422.22860924657,452.4802252061361,-3138.03503336047,-2420.64001419732,326454.87535416,-5076020.6781587
815.5188116571696,1658.923852829384,-3138.03503336047,-2420.64001419732,81280.1676916107,2098009.31088609
1118.87371045187,1341.929503486698,-3138.03503336047,-2420.64001419732,179205.901058328,955870.371897899
1422.22860924657,769.4745745488223,-3138.03503336047,-2420.64001419732,37151.4401376733,-1161652.70512042
479.5559824375506,1055.70203901776,-3138.03503336047,-2420.64001419732,288591.491493786,2324261.9818886
815.5188116571696,1055.70203901776,-3138.03503336047,-2420.64001419732,81280.1676916107,682313.458349395
1118.87371045187,769.4745745488223,-3138.03503336047,-2420.64001419732,179205.901058328,-1201228.98445108
815.5188116571696,452.4802252061361,-3138.03503336047,-2420.64001419732,377161.498072299,-1729080.57566654
1422.22860924657,1658.923852829384,-3138.03503336047,-2420.64001419732,107403.393587765,859793.895560248
1118.87371045187,1341.929503486698,-3138.03503336047,-2420.64001419732,289440.933822436,1214558.12531637
1758.19143846619,1341.929503486698,-3138.03503336047,-2420.64001419732,224761.205259659,-1875083.39008602
815.5188116571696,452.4802252061361,-3138.03503336047,-2420.64001419732,81280.1676916107,-730875.440774167
479.5559824375506,1341.929503486698,-3138.03503336047,-2420.64001419732,21552.5129808873,966457.546914789
1422.22860924657,1055.70203901776,-3138.03503336047,-2420.64001419732,107403.393587765,-1010902.77213698
1118.87371045187,769.4745745488223,-3138.03503336047,-2420.64001419732,289440.933822436,-1526318.28156134
1758.19143846619,769.4745745488223,-3138.03503336047,-2420.64001419732,224761.205259659,-4580531.41570671
1422.22860924657,452.4802252061361,-3138.03503336047,-2420.64001419732,498734.47492305,-6405721.74640352
479.5559824375506,452.4802252061361,-3138.03503336047,-2420.64001419732,288591.491493786,-45654.6552967193
479.5559824375506,769.4745745488223,-3138.03503336047,-2420.64001419732,21552.5129808873,361175.887502482
1422.22860924657,452.4802252061361,-3138.03503336047,-2420.64001419732,107403.393587765,-2878286.75837964
1118.87371045187,1658.923852829384,-3138.03503336047,-2420.64001419732,442146.396629519,3526562.19235009
1758.19143846619,1658.923852829384,-3138.03503336047,-2420.64001419732,363070.187776027,-326483.288854728
1118.87371045187,1341.929503486698,-3138.03503336047,-2420.64001419732,32947.6625008637,426104.707316614
815.5188116571696,1055.70203901776,-3138.03503336047,-2420.64001419732,152913.846780798,871657.511320007
1422.22860924657,1055.70203901776,-3138.03503336047,-2420.64001419732,202106.074651299,-1517862.56700519
1118.87371045187,1055.70203901776,-3138.03503336047,-2420.64001419732,442146.396629519,-39176.7067706777
1758.19143846619,1055.70203901776,-3138.03503336047,-2420.64001419732,363070.187776027,-3946168.38014158
1118.87371045187,769.4745745488223,-3138.03503336047,-2420.64001419732,32947.6625008637,-499198.799052486
815.5188116571696,452.4802252061361,-3138.03503336047,-2420.64001419732,152913.846780798,-1069608.7039909
815.5188116571696,1658.923852829384,-3138.03503336047,-2420.64001419732,28122.3651963856,1205517.92066626
1758.19143846619,1658.923852829384,-3138.03503336047,-2420.64001419732,554708.773269653,-632915.942125753
1118.87371045187,1658.923852829384,-3138.03503336047,-2420.64001419732,95241.6784137746,1668005.0560395
815.5188116571696,1341.929503486698,-3138.03503336047,-2420.64001419732,246939.917189407,2378173.65519746
1758.19143846619,1055.70203901776,-3138.03503336047,-2420.64001419732,554708.773269653,-5106426.67433811
1118.87371045187,769.4745745488223,-3138.03503336047,-2420.64001419732,95241.6784137746,-933480.737463793
815.5188116571696,769.4745745488223,-3138.03503336047,-2420.64001419732,246939.917189407,44130.2444102642
1758.19143846619,1658.923852829384,-3138.03503336047,-2420.64001419732,119435.813288271,-149346.531875284
479.5559824375506,1055.70203901776,-3138.03503336047,-2420.64001419732,117097.867437805,1558060.00871482
1758.19143846619,452.4802252061361,-3138.03503336047,-2420.64001419732,554708.773269653,-9587873.27627442
1118.87371045187,1658.923852829384,-3138.03503336047,-2420.64001419732,179205.901058328,2171108.61265943
815.5188116571696,1341.929503486698,-3138.03503336047,-2420.64001419732,377161.498072299,2782221.04404835
1758.19143846619,769.4745745488223,-3138.03503336047,-2420.64001419732,119435.813288271,-3411684.7926005
479.5559824375506,1341.929503486698,-3138.03503336047,-2420.64001419732,189029.487361864,2858145.44642257
1118.87371045187,1055.70203901776,-3138.03503336047,-2420.64001419732,179205.901058328,-103939.51825041
815.5188116571696,769.4745745488223,-3138.03503336047,-2420.64001419732,377161.498072299,-101466.707399572
1758.19143846619,1658.923852829384,-3138.03503336047,-2420.64001419732,224761.205259659,-350923.69412663
1422.22860924657,1341.929503486698,-3138.03503336047,-2420.64001419732,498734.47492305,-440262.238930859
479.5559824375506,1658.923852829384,-3138.03503336047,-2420.64001419732,288591.491493786,4736717.00548286
1118.87371045187,452.4802252061361,-3138.03503336047,-2420.64001419732,179205.901058328,-2378987.64916026
479.5559824375506,1658.923852829384,-3138.03503336047,-2420.64001419732,21552.5129808873,1307453.16067011
1758.19143846619,1055.70203901776,-3138.03503336047,-2420.64001419732,224761.205259659,-3204303.83901704
1422.22860924657,769.4745745488223,-3138.03503336047,-2420.64001419732,498734.47492305,-4253468.26317019
479.5559824375506,1055.70203901776,-3138.03503336047,-2420.64001419732,21552.5129808873,669075.098080215
479.5559824375506,1658.923852829384,-3138.03503336047,-2420.64001419732,189029.487361864,3835484.41907876
1758.19143846619,452.4802252061361,-3138.03503336047,-2420.64001419732,224761.205259659,-6057683.98390746
1118.87371045187,1658.923852829384,-3138.03503336047,-2420.64001419732,32947.6625008637,947390.016656134
815.5188116571696,1341.929503486698,-3138.03503336047,-2420.64001419732,152913.846780798,1807959.00763166
1422.22860924657,1341.929503486698,-3138.03503336047,-2420.64001419732,107403.393587765,-170274.441737524
479.5559824375506,452.4802252061361,-3138.03503336047,-2420.64001419732,21552.5129808873,31827.4930388169
1758.19143846619,1341.929503486698,-3138.03503336047,-2420.64001419732,363070.187776027,-2197243.51431206
1118.87371045187,1055.70203901776,-3138.03503336047,-2420.64001419732,32947.6625008637,-28508.4770749873
815.5188116571696,769.4745745488223,-3138.03503336047,-2420.64001419732,152913.846780798,-32663.1957652035
1422.22860924657,769.4745745488223,-3138.03503336047,-2420.64001419732,107403.393587765,-1943985.74172663
1118.87371045187,452.4802252061361,-3138.03503336047,-2420.64001419732,289440.933822436,-3118059.84806574
479.5559824375506,452.4802252061361,-3138.03503336047,-2420.64001419732,288591.491493786,-3116.2688877736
1758.19143846619,452.4802252061361,-3138.03503336047,-2420.64001419732,363070.187776027,-7883802.92757803
1118.87371045187,452.4802252061361,-3138.03503336047,-2420.64001419732,32947.6625008637,-1002678.82273295
815.5188116571696,1658.923852829384,-3138.03503336047,-2420.64001419732,246939.917189407,3695556.72575594
1422.22860924657,1658.923852829384,-3138.03503336047,-2420.64001419732,202106.074651299,1221526.4424499
