# rho_tor		mean_te	std_te
7.806122448979589956e-01	4.325143437282418972e+02	9.297105185418406137e+00
7.908163265306119571e-01	4.163275099686401290e+02	8.583627678917419956e+00
8.010204081632650297e-01	4.003138915379752234e+02	7.899649907670820426e+00
8.112244897959179912e-01	3.844677291307302198e+02	7.244426853454152493e+00
8.214285714285709528e-01	3.687831441593791055e+02	6.617253908445664301e+00
8.316326530612240253e-01	3.532543533563086271e+02	6.017487168348625737e+00
8.418367346938769868e-01	3.378759023786142848e+02	5.444558473886228711e+00
8.520408163265309476e-01	3.226424537879865397e+02	4.897972584073600366e+00
8.622448979591840201e-01	3.075483445547378665e+02	4.377300665644139777e+00
8.724489795918369817e-01	2.925875418978494622e+02	3.882195533565307333e+00
8.826530612244900542e-01	2.777538773708531608e+02	3.412415211767808376e+00
8.928571428571430157e-01	2.630409222240515419e+02	2.967839952458017461e+00
9.030612244897959773e-01	2.484415449419245476e+02	2.548488673924637737e+00
9.132653061224490498e-01	2.339477698535919785e+02	2.154549675826175292e+00
9.234693877551020114e-01	2.195504349718490005e+02	1.786415447010823332e+00
9.336734693877549729e-01	2.052386105919431429e+02	1.444738595379546187e+00
9.438775510204080454e-01	1.909997185817782110e+02	1.130526583947916164e+00
9.540816326530610070e-01	1.768229642297649775e+02	8.453152595938924208e-01
9.642857142857139685e-01	1.626984412236055277e+02	5.912824879012911206e-01
9.744897959183670411e-01	1.485999934080223568e+02	3.711133791946373273e-01
9.846938775510200026e-01	1.344735003189728957e+02	1.881454748723698223e-01
9.948979591836729641e-01	1.202350676065323114e+02	4.693997616148070512e-02
1.000000000000000000e+00	1.129999999968287767e+02	2.614359263824220652e-09
